time (s)	dominant Fap (N)	dominant Fvert (N)	dominant CPap (m)	non-dominant Fap (N)	non-dominant Fvert (N)	non-dominant CPap (m)
11.920000	0.354487	355.707056	0.209553	0.778422	355.707056	0.209553
11.930000	0.288141	355.717292	0.209606	0.717902	355.717292	0.209606
11.940000	0.256195	355.707998	0.209633	0.641754	355.707998	0.209633
11.950000	0.270878	355.668731	0.209638	0.572131	355.668731	0.209638
11.960000	0.333042	355.610136	0.209630	0.524897	355.610136	0.209630
11.970000	0.432599	355.556465	0.209625	0.507347	355.556465	0.209625
11.980000	0.551264	355.531158	0.209639	0.520235	355.531158	0.209639
11.990000	0.667060	355.544026	0.209682	0.561105	355.544026	0.209682
12.000000	0.759873	355.587073	0.209756	0.626000	355.587073	0.209756
12.010000	0.816583	355.640245	0.209853	0.708519	355.640245	0.209853
12.020000	0.833867	355.682750	0.209958	0.797712	355.682750	0.209958
12.030000	0.817458	355.703627	0.210054	0.877686	355.703627	0.210054
12.040000	0.778424	355.707023	0.210127	0.931038	355.707023	0.210127
12.050000	0.728657	355.710842	0.210166	0.945435	355.710842	0.210166
12.060000	0.677869	355.739787	0.210172	0.919824	355.739787	0.210172
12.070000	0.632958	355.815029	0.210152	0.866159	355.815029	0.210152
12.080000	0.598863	355.943696	0.210122	0.805112	355.943696	0.210122
12.090000	0.579351	356.112381	0.210099	0.757970	356.112381	0.210099
12.100000	0.576878	356.288763	0.210096	0.739065	356.288763	0.210096
12.110000	0.591765	356.432743	0.210118	0.752045	356.432743	0.210118
12.120000	0.621560	356.513627	0.210161	0.790464	356.513627	0.210161
12.130000	0.661223	356.525490	0.210212	0.841141	356.525490	0.210212
12.140000	0.704260	356.492407	0.210257	0.888514	356.492407	0.210257
12.150000	0.744477	356.460039	0.210285	0.919161	356.460039	0.210285
12.160000	0.777747	356.477661	0.210292	0.925998	356.477661	0.210292
12.170000	0.803021	356.580001	0.210281	0.911040	356.580001	0.210281
12.180000	0.821940	356.777427	0.210259	0.885080	356.777427	0.210259
12.190000	0.837110	357.056936	0.210236	0.863442	357.056936	0.210236
12.200000	0.850005	357.389867	0.210214	0.859123	357.389867	0.210214
12.210000	0.859758	357.740155	0.210189	0.876554	357.740155	0.210189
12.220000	0.863541	358.069935	0.210152	0.909336	358.069935	0.210152
12.230000	0.858189	358.343623	0.210093	0.943377	358.343623	0.210093
12.240000	0.842157	358.532888	0.210002	0.963894	358.532888	0.210002
12.250000	0.816884	358.622633	0.209878	0.962634	358.622633	0.209878
12.260000	0.786988	358.615551	0.209722	0.941436	358.615551	0.209722
12.270000	0.758982	358.532973	0.209543	0.910285	358.532973	0.209543
12.280000	0.738579	358.411669	0.209350	0.881231	358.411669	0.209350
12.290000	0.727487	358.297160	0.209158	0.861881	358.297160	0.209158
12.300000	0.721414	358.233411	0.208977	0.852154	358.233411	0.208977
12.310000	0.711023	358.249207	0.208818	0.845413	358.249207	0.208818
12.320000	0.686134	358.345118	0.208682	0.832298	358.345118	0.208682
12.330000	0.641257	358.488868	0.208562	0.804644	358.488868	0.208562
12.340000	0.579256	358.625906	0.208440	0.758154	358.625906	0.208440
12.350000	0.510728	358.703809	0.208297	0.693932	358.703809	0.208297
12.360000	0.449270	358.698769	0.208121	0.618988	358.698769	0.208121
12.370000	0.405309	358.628428	0.207914	0.544942	358.628428	0.207914
12.380000	0.381954	358.542360	0.207688	0.484320	358.542360	0.207688
12.390000	0.374796	358.495441	0.207462	0.445527	358.495441	0.207462
12.400000	0.375125	358.520000	0.207256	0.429258	358.520000	0.207256
12.410000	0.374281	358.612486	0.207078	0.428642	358.612486	0.207078
12.420000	0.366809	358.740337	0.206930	0.432960	358.740337	0.206930
12.430000	0.351380	358.862608	0.206803	0.432490	358.862608	0.206803
12.440000	0.329821	358.951372	0.206683	0.421983	358.951372	0.206683
12.450000	0.305208	359.002401	0.206555	0.401922	359.002401	0.206555
12.460000	0.279843	359.030643	0.206405	0.378103	359.030643	0.206405
12.470000	0.253729	359.054510	0.206226	0.359742	359.054510	0.206226
12.480000	0.224130	359.079005	0.206016	0.355597	359.079005	0.206016
12.490000	0.186796	359.088426	0.205785	0.368381	359.088426	0.205785
12.500000	0.138758	359.053792	0.205548	0.390089	359.053792	0.205548
12.510000	0.081468	358.950778	0.205326	0.402227	358.950778	0.205326
12.520000	0.022196	358.776895	0.205136	0.382819	358.776895	0.205136
12.530000	-0.027902	358.557128	0.204987	0.317437	358.557128	0.204987
12.540000	-0.058798	358.335159	0.204873	0.208106	358.335159	0.204873
12.550000	-0.067297	358.156539	0.204773	0.074747	358.156539	0.204773
12.560000	-0.060241	358.053664	0.204658	-0.051843	358.053664	0.204658
12.570000	-0.053172	358.038743	0.204500	-0.142035	358.038743	0.204500
12.580000	-0.064768	358.104517	0.204284	-0.179030	358.104517	0.204284
12.590000	-0.109461	358.228471	0.204011	-0.165445	358.228471	0.204011
12.600000	-0.191334	358.376377	0.203703	-0.122333	358.376377	0.203703
12.610000	-0.301683	358.503531	0.203388	-0.080910	358.503531	0.203388
12.620000	-0.421246	358.555440	0.203092	-0.070158	358.555440	0.203092
12.630000	-0.526611	358.472297	0.202831	-0.105478	358.472297	0.202831
12.640000	-0.598961	358.201526	0.202600	-0.183498	358.201526	0.202600
12.650000	-0.632154	357.717915	0.202380	-0.285212	357.717915	0.202380
12.660000	-0.636624	357.043301	0.202145	-0.385343	357.043301	0.202145
12.670000	-0.636503	356.253013	0.201881	-0.462629	356.253013	0.201881
12.680000	-0.660226	355.460045	0.201585	-0.505935	355.460045	0.201585
12.690000	-0.728389	354.779541	0.201273	-0.514190	354.779541	0.201273
12.700000	-0.844662	354.288396	0.200963	-0.492051	354.288396	0.200963
12.710000	-0.994203	353.998916	0.200673	-0.445115	353.998916	0.200673
12.720000	-1.149942	353.858558	0.200405	-0.377681	353.858558	0.200405
12.730000	-1.283076	353.774335	0.200151	-0.293482	353.774335	0.200151
12.740000	-1.372730	353.648918	0.199898	-0.197723	353.648918	0.199898
12.750000	-1.411330	353.412108	0.199635	-0.098393	353.412108	0.199635
12.760000	-1.405124	353.036618	0.199358	-0.005972	353.036618	0.199358
12.770000	-1.371156	352.536351	0.199071	0.068041	352.536351	0.199071
12.780000	-1.332390	351.953037	0.198785	0.113139	351.953037	0.198785
12.790000	-1.312069	351.339814	0.198512	0.122264	351.339814	0.198512
12.800000	-1.328023	350.748243	0.198261	0.094913	350.748243	0.198261
12.810000	-1.387865	350.220621	0.198034	0.040207	350.220621	0.198034
12.820000	-1.486440	349.785586	0.197828	-0.022258	349.785586	0.197828
12.830000	-1.606755	349.454228	0.197634	-0.066231	349.454228	0.197634
12.840000	-1.724651	349.216600	0.197445	-0.067677	349.216600	0.197445
12.850000	-1.816020	349.041842	0.197251	-0.015330	349.041842	0.197251
12.860000	-1.864339	348.885637	0.197051	0.082955	348.885637	0.197051
12.870000	-1.865981	348.704768	0.196845	0.202586	348.704768	0.196845
12.880000	-1.831533	348.473029	0.196638	0.313101	348.473029	0.196638
12.890000	-1.782519	348.190276	0.196442	0.392101	348.190276	0.196442
12.900000	-1.744386	347.879749	0.196266	0.434961	347.879749	0.196266
12.910000	-1.737836	347.575453	0.196121	0.455510	347.575453	0.196121
12.920000	-1.771417	347.306463	0.196012	0.477716	347.306463	0.196012
12.930000	-1.838201	347.085531	0.195942	0.522865	347.085531	0.195942
12.940000	-1.917985	346.906182	0.195910	0.598467	346.906182	0.195910
12.950000	-1.984180	346.748426	0.195916	0.693968	346.748426	0.195916
12.960000	-2.012566	346.590088	0.195960	0.785073	346.590088	0.195960
12.970000	-1.988694	346.418888	0.196042	0.844703	346.418888	0.196042
12.980000	-1.911763	346.240065	0.196157	0.855765	346.240065	0.196157
12.990000	-1.794445	346.075910	0.196296	0.819925	346.075910	0.196296
13.000000	-1.659153	345.956908	0.196441	0.758109	345.956908	0.196441
13.010000	-1.531776	345.907854	0.196578	0.702061	345.907854	0.196578
13.020000	-1.434376	345.934407	0.196695	0.680521	345.934407	0.196695
13.030000	-1.378938	346.015652	0.196788	0.706367	346.015652	0.196788
13.040000	-1.364449	346.106588	0.196860	0.770898	346.106588	0.196860
13.050000	-1.378601	346.151445	0.196915	0.848259	346.151445	0.196915
13.060000	-1.403504	346.104370	0.196958	0.908101	346.104370	0.196958
13.070000	-1.422894	345.949240	0.196989	0.930114	345.949240	0.196989
13.080000	-1.427800	345.708566	0.197006	0.912678	345.708566	0.197006
13.090000	-1.418603	345.435417	0.197003	0.871012	345.435417	0.197003
13.100000	-1.403403	345.191464	0.196975	0.826560	345.191464	0.196975
13.110000	-1.394106	345.022512	0.196918	0.794813	345.022512	0.196918
13.120000	-1.402038	344.943670	0.196828	0.779258	344.943670	0.196828
13.130000	-1.434440	344.939054	0.196709	0.774228	344.939054	0.196709
13.140000	-1.492469	344.972148	0.196573	0.773075	344.972148	0.196573
13.150000	-1.570957	344.999744	0.196437	0.774978	344.999744	0.196437
13.160000	-1.659937	344.985154	0.196318	0.785763	344.985154	0.196318
13.170000	-1.747466	344.909549	0.196232	0.813033	344.909549	0.196232
13.180000	-1.822721	344.779486	0.196186	0.859870	344.779486	0.196186
13.190000	-1.878044	344.626112	0.196182	0.921619	344.626112	0.196182
13.200000	-1.909125	344.492817	0.196214	0.987452	344.492817	0.196214
13.210000	-1.913775	344.415020	0.196273	1.045134	344.415020	0.196273
13.220000	-1.890885	344.403136	0.196342	1.085895	344.403136	0.196342
13.230000	-1.841137	344.439654	0.196408	1.107089	344.439654	0.196408
13.240000	-1.769529	344.492067	0.196458	1.111936	344.492067	0.196458
13.250000	-1.687752	344.532081	0.196491	1.107087	344.532081	0.196491
13.260000	-1.613621	344.547500	0.196518	1.099367	344.547500	0.196518
13.270000	-1.566172	344.539520	0.196551	1.093082	344.539520	0.196551
13.280000	-1.557894	344.509199	0.196601	1.088839	344.509199	0.196601
13.290000	-1.588081	344.444551	0.196669	1.083944	344.444551	0.196669
13.300000	-1.641448	344.319402	0.196740	1.073551	344.319402	0.196740
13.310000	-1.693674	344.107563	0.196795	1.051517	344.107563	0.196795
13.320000	-1.721791	343.805279	0.196815	1.010823	343.805279	0.196815
13.330000	-1.714475	343.447600	0.196791	0.944704	343.447600	0.196791
13.340000	-1.677056	343.105703	0.196730	0.849824	343.105703	0.196730
13.350000	-1.628579	342.862489	0.196650	0.731162	342.862489	0.196650
13.360000	-1.592244	342.776763	0.196570	0.605654	342.776763	0.196570
13.370000	-1.584068	342.853185	0.196508	0.500616	342.853185	0.196508
13.380000	-1.605529	343.032165	0.196472	0.445280	343.032165	0.196472
13.390000	-1.643875	343.204283	0.196458	0.458415	343.204283	0.196458
13.400000	-1.679540	343.243948	0.196461	0.538581	343.243948	0.196461
13.410000	-1.696335	343.050689	0.196474	0.662880	343.050689	0.196474
13.420000	-1.688778	342.584059	0.196497	0.795168	342.584059	0.196497
13.430000	-1.662841	341.879683	0.196536	0.899178	341.879683	0.196536
13.440000	-1.630279	341.040127	0.196601	0.949927	341.040127	0.196601
13.450000	-1.600297	340.203893	0.196703	0.939210	340.203893	0.196703
13.460000	-1.573712	339.504583	0.196846	0.875200	339.504583	0.196846
13.470000	-1.543053	339.035199	0.197026	0.778642	339.035199	0.197026
13.480000	-1.498363	338.828375	0.197231	0.677756	338.828375	0.197231
13.490000	-1.434841	338.855677	0.197442	0.602355	338.855677	0.197442
13.500000	-1.357314	339.042542	0.197639	0.577074	339.042542	0.197639
13.510000	-1.278457	339.292259	0.197808	0.614473	339.292259	0.197808
13.520000	-1.211668	339.511950	0.197942	0.710180	339.511950	0.197942
13.530000	-1.162912	339.634284	0.198045	0.842742	339.634284	0.198045
13.540000	-1.126524	339.630208	0.198127	0.979800	339.630208	0.198127
13.550000	-1.087570	339.510428	0.198203	1.089460	339.510428	0.198203
13.560000	-1.029428	339.316761	0.198287	1.152460	339.316761	0.198287
13.570000	-0.942422	339.107349	0.198390	1.169215	339.107349	0.198390
13.580000	-0.829010	338.940741	0.198515	1.157823	338.940741	0.198515
13.590000	-0.703307	338.862287	0.198657	1.143972	338.862287	0.198657
13.600000	-0.585863	338.893863	0.198805	1.148388	338.893863	0.198805
13.610000	-0.496664	339.027147	0.198942	1.178524	339.027147	0.198942
13.620000	-0.449328	339.222238	0.199051	1.228030	339.222238	0.199051
13.630000	-0.447931	339.415068	0.199122	1.282662	339.415068	0.199122
13.640000	-0.486312	339.535275	0.199156	1.328124	339.535275	0.199156
13.650000	-0.549255	339.530529	0.199169	1.355538	339.530529	0.199169
13.660000	-0.615476	339.387721	0.199186	1.362728	339.387721	0.199186
13.670000	-0.662656	339.140708	0.199236	1.352198	339.140708	0.199236
13.680000	-0.673938	338.859986	0.199334	1.328014	338.859986	0.199334
13.690000	-0.643768	338.628163	0.199481	1.293683	338.628163	0.199481
13.700000	-0.580250	338.511446	0.199656	1.252039	338.511446	0.199656
13.710000	-0.502483	338.538399	0.199829	1.206669	338.538399	0.199829
13.720000	-0.433868	338.693364	0.199966	1.163473	338.693364	0.199966
13.730000	-0.394336	338.925662	0.200043	1.130928	338.925662	0.200043
13.740000	-0.394505	339.169839	0.200055	1.118612	339.169839	0.200055
13.750000	-0.433321	339.368682	0.200013	1.134613	339.368682	0.200013
13.760000	-0.499234	339.490527	0.199944	1.182890	339.490527	0.199944
13.770000	-0.574142	339.535335	0.199879	1.261311	339.535335	0.199879
13.780000	-0.639015	339.528909	0.199844	1.360813	339.528909	0.199844
13.790000	-0.679637	339.509413	0.199853	1.466183	339.509413	0.199853
13.800000	-0.690453	339.512772	0.199909	1.558906	339.512772	0.199909
13.810000	-0.674794	339.562661	0.200003	1.621774	339.562661	0.200003
13.820000	-0.641274	339.667366	0.200120	1.643851	339.667366	0.200120
13.830000	-0.598349	339.822080	0.200246	1.623849	339.822080	0.200246
13.840000	-0.550266	340.013327	0.200370	1.570593	340.013327	0.200370
13.850000	-0.496830	340.222987	0.200483	1.500411	340.222987	0.200483
13.860000	-0.436858	340.431418	0.200577	1.432287	340.431418	0.200577
13.870000	-0.372821	340.620741	0.200649	1.382100	340.620741	0.200649
13.880000	-0.313452	340.778961	0.200693	1.357571	340.778961	0.200693
13.890000	-0.272390	340.903926	0.200712	1.355726	340.903926	0.200712
13.900000	-0.263119	341.004524	0.200711	1.364379	341.004524	0.200711
13.910000	-0.292333	341.096746	0.200699	1.367695	341.096746	0.200699
13.920000	-0.354821	341.195048	0.200689	1.353656	341.195048	0.200689
13.930000	-0.432738	341.303417	0.200689	1.319514	341.303417	0.200689
13.940000	-0.500618	341.412866	0.200701	1.271939	341.412866	0.200701
13.950000	-0.534885	341.509273	0.200717	1.221792	341.509273	0.200717
13.960000	-0.523917	341.588276	0.200725	1.177127	341.588276	0.200725
13.970000	-0.473633	341.667231	0.200712	1.139136	341.667231	0.200712
13.980000	-0.405239	341.784162	0.200673	1.103305	341.784162	0.200673
13.990000	-0.345800	341.981479	0.200610	1.064153	341.981479	0.200610
14.000000	-0.316446	342.282568	0.200535	1.019722	342.282568	0.200535
14.010000	-0.324410	342.674512	0.200461	0.972922	342.674512	0.200461
14.020000	-0.362807	343.106636	0.200397	0.929487	343.106636	0.200397
14.030000	-0.417322	343.505202	0.200344	0.894527	343.505202	0.200344
14.040000	-0.475011	343.796484	0.200291	0.870059	343.796484	0.200291
14.050000	-0.529836	343.928465	0.200227	0.854920	343.928465	0.200227
14.060000	-0.582451	343.884807	0.200142	0.846789	343.884807	0.200142
14.070000	-0.635935	343.689127	0.200034	0.844556	343.689127	0.200034
14.080000	-0.691452	343.399508	0.199911	0.848862	343.399508	0.199911
14.090000	-0.746901	343.093895	0.199789	0.859929	343.093895	0.199789
14.100000	-0.798748	342.849032	0.199680	0.874176	342.849032	0.199680
14.110000	-0.844863	342.718830	0.199589	0.882757	342.718830	0.199589
14.120000	-0.885860	342.719080	0.199511	0.874225	342.719080	0.199511
14.130000	-0.923880	342.822451	0.199435	0.840554	342.822451	0.199435
14.140000	-0.959634	342.963565	0.199348	0.783002	342.963565	0.199348
14.150000	-0.989660	343.052387	0.199242	0.714014	343.052387	0.199242
14.160000	-1.005790	342.995040	0.199119	0.653552	342.995040	0.199119
14.170000	-0.997839	342.720375	0.198988	0.621228	342.720375	0.198988
14.180000	-0.958858	342.205885	0.198866	0.627699	342.205885	0.198866
14.190000	-0.890561	341.491589	0.198770	0.669317	341.491589	0.198770
14.200000	-0.805772	340.671781	0.198714	0.728816	340.671781	0.198714
14.210000	-0.725769	339.864401	0.198700	0.782279	339.864401	0.198700
14.220000	-0.673017	339.170371	0.198715	0.809467	339.170371	0.198715
14.230000	-0.662520	338.641209	0.198737	0.802629	338.641209	0.198737
14.240000	-0.696019	338.268435	0.198738	0.769507	338.268435	0.198738
14.250000	-0.761913	337.996633	0.198703	0.729410	337.996633	0.198703
14.260000	-0.840665	337.751505	0.198632	0.704721	337.751505	0.198632
14.270000	-0.912653	337.469845	0.198538	0.711885	337.469845	0.198538
14.280000	-0.964419	337.119967	0.198442	0.755172	337.119967	0.198442
14.290000	-0.990663	336.706340	0.198358	0.824914	336.706340	0.198358
14.300000	-0.992121	336.258834	0.198292	0.900608	336.258834	0.198292
14.310000	-0.971801	335.813256	0.198232	0.958286	335.813256	0.198232
14.320000	-0.932610	335.393201	0.198160	0.980048	335.393201	0.198160
14.330000	-0.877949	335.001641	0.198061	0.961912	335.001641	0.198061
14.340000	-0.814467	334.624512	0.197924	0.916021	334.624512	0.197924
14.350000	-0.754470	334.241249	0.197747	0.865588	334.241249	0.197747
14.360000	-0.715541	333.833434	0.197537	0.834819	333.833434	0.197537
14.370000	-0.716569	333.385165	0.197298	0.838844	333.385165	0.197298
14.380000	-0.771621	332.876194	0.197028	0.878427	332.876194	0.197028
14.390000	-0.884387	332.276306	0.196716	0.941501	332.276306	0.196716
14.400000	-1.045818	331.550538	0.196353	1.009963	331.550538	0.196353
14.410000	-1.236056	330.677491	0.195935	1.068041	330.677491	0.195935
14.420000	-1.429840	329.671527	0.195478	1.108341	329.671527	0.195478
14.430000	-1.603172	328.592886	0.195018	1.133345	328.592886	0.195018
14.440000	-1.738781	327.534466	0.194598	1.152325	327.534466	0.194598
14.450000	-1.828811	326.588460	0.194261	1.175583	326.588460	0.194261
14.460000	-1.874508	325.810486	0.194031	1.208932	325.810486	0.194031
14.470000	-1.883714	325.202312	0.193911	1.250874	325.202312	0.193911
14.480000	-1.867480	324.723341	0.193883	1.293429	324.723341	0.193883
14.490000	-1.836951	324.322833	0.193924	1.325701	324.322833	0.193924
14.500000	-1.801150	323.972189	0.194015	1.338393	323.972189	0.194015
14.510000	-1.765683	323.678055	0.194145	1.327588	323.678055	0.194145
14.520000	-1.732067	323.470500	0.194310	1.296747	323.470500	0.194310
14.530000	-1.697575	323.375875	0.194508	1.256294	323.375875	0.194508
14.540000	-1.655907	323.391385	0.194732	1.220604	323.391385	0.194732
14.550000	-1.599098	323.475542	0.194969	1.203211	323.475542	0.194969
14.560000	-1.520568	323.559620	0.195200	1.212254	323.559620	0.195200
14.570000	-1.418320	323.575527	0.195410	1.248434	323.575527	0.195410
14.580000	-1.296734	323.488273	0.195584	1.306440	323.488273	0.195584
14.590000	-1.165788	323.318265	0.195724	1.378520	323.318265	0.195724
14.600000	-1.037868	323.141442	0.195841	1.457615	323.141442	0.195841
14.610000	-0.923627	323.064037	0.195956	1.538125	323.064037	0.195956
14.620000	-0.828893	323.180701	0.196089	1.614570	323.180701	0.196089
14.630000	-0.753818	323.534060	0.196252	1.679992	323.534060	0.196252
14.640000	-0.694142	324.094538	0.196441	1.725930	324.094538	0.196441
14.650000	-0.643480	324.770118	0.196638	1.744368	324.770118	0.196638
14.660000	-0.595488	325.441268	0.196818	1.730693	325.441268	0.196818
14.670000	-0.545416	326.004696	0.196962	1.686139	326.004696	0.196962
14.680000	-0.491190	326.406710	0.197065	1.618493	326.406710	0.197065
14.690000	-0.434309	326.653225	0.197134	1.540429	326.653225	0.197134
14.700000	-0.380381	326.794740	0.197184	1.465688	326.794740	0.197184
14.710000	-0.338485	326.895520	0.197224	1.404259	326.895520	0.197224
14.720000	-0.318597	327.002461	0.197251	1.358580	327.002461	0.197251
14.730000	-0.327315	327.128356	0.197256	1.322808	327.128356	0.197256
14.740000	-0.363629	327.256726	0.197225	1.286086	327.256726	0.197225
14.750000	-0.417288	327.364519	0.197156	1.238661	327.364519	0.197156
14.760000	-0.471473	327.450017	0.197062	1.177891	327.450017	0.197062
14.770000	-0.509158	327.550645	0.196968	1.110745	327.550645	0.196968
14.780000	-0.520157	327.740285	0.196910	1.050999	327.740285	0.196910
14.790000	-0.505009	328.105370	0.196916	1.012123	328.105370	0.196916
14.800000	-0.473477	328.709373	0.196998	0.999464	328.709373	0.196998
14.810000	-0.438589	329.561740	0.197147	1.006183	329.561740	0.197147
14.820000	-0.409849	330.606635	0.197331	1.015758	330.606635	0.197331
14.830000	-0.389602	331.738381	0.197508	1.010163	331.738381	0.197508
14.840000	-0.374441	332.837663	0.197638	0.979090	332.837663	0.197638
14.850000	-0.360296	333.812226	0.197697	0.924551	333.812226	0.197697
14.860000	-0.347693	334.624064	0.197685	0.858104	334.624064	0.197685
14.870000	-0.343696	335.292818	0.197621	0.793030	335.292818	0.197621
14.880000	-0.359135	335.877297	0.197535	0.737159	335.877297	0.197535
14.890000	-0.402454	336.446331	0.197454	0.691055	336.446331	0.197454
14.900000	-0.473373	337.052090	0.197395	0.651878	337.052090	0.197395
14.910000	-0.559837	337.714444	0.197360	0.619005	337.714444	0.197360
14.920000	-0.640304	338.418353	0.197343	0.596609	338.418353	0.197343
14.930000	-0.690861	339.121625	0.197331	0.591080	339.121625	0.197331
14.940000	-0.694131	339.768796	0.197314	0.605051	339.768796	0.197314
14.950000	-0.645833	340.307301	0.197288	0.632084	340.307301	0.197288
14.960000	-0.556172	340.702885	0.197253	0.655554	340.702885	0.197253
14.970000	-0.446147	340.951276	0.197217	0.652885	340.951276	0.197217
14.980000	-0.341248	341.082488	0.197185	0.603642	341.082488	0.197185
14.990000	-0.265296	341.154131	0.197162	0.498204	341.154131	0.197162
15.000000	-0.235774	341.233098	0.197141	0.343389	341.233098	0.197141
15.010000	-0.260545	341.371379	0.197109	0.162553	341.371379	0.197109
15.020000	-0.335813	341.587557	0.197052	-0.010237	341.587557	0.197052
15.030000	-0.446023	341.864865	0.196960	-0.140200	341.864865	0.196960
15.040000	-0.566786	342.167370	0.196840	-0.202856	342.167370	0.196840
15.050000	-0.670948	342.463822	0.196716	-0.192320	342.463822	0.196716
15.060000	-0.736051	342.743296	0.196620	-0.123658	342.743296	0.196620
15.070000	-0.750203	343.012953	0.196576	-0.027886	343.012953	0.196576
15.080000	-0.713850	343.281637	0.196592	0.058760	343.281637	0.196592
15.090000	-0.637001	343.543765	0.196650	0.106793	343.543765	0.196650
15.100000	-0.533821	343.777919	0.196720	0.101671	343.777919	0.196720
15.110000	-0.417706	343.963606	0.196776	0.045572	343.963606	0.196776
15.120000	-0.299240	344.105378	0.196806	-0.046319	344.105378	0.196806
15.130000	-0.187339	344.246048	0.196824	-0.151967	344.246048	0.196824
15.140000	-0.091586	344.455812	0.196852	-0.248398	344.455812	0.196852
15.150000	-0.022961	344.799226	0.196906	-0.316331	344.799226	0.196906
15.160000	0.008612	345.297386	0.196984	-0.343680	345.297386	0.196984
15.170000	-0.001095	345.907898	0.197061	-0.328057	345.907898	0.197061
15.180000	-0.046821	346.536115	0.197103	-0.277880	346.536115	0.197103
15.190000	-0.113817	347.073462	0.197085	-0.211360	347.073462	0.197085
15.200000	-0.182297	347.443494	0.196998	-0.152777	347.443494	0.196998
15.210000	-0.234207	347.632791	0.196858	-0.126196	347.632791	0.196858
15.220000	-0.258939	347.692830	0.196694	-0.147975	347.692830	0.196694
15.230000	-0.255614	347.714460	0.196538	-0.220753	347.714460	0.196538
15.240000	-0.231789	347.789475	0.196412	-0.331905	347.789475	0.196412
15.250000	-0.200114	347.977833	0.196329	-0.457842	347.977833	0.196329
15.260000	-0.174591	348.293350	0.196289	-0.572567	348.293350	0.196289
15.270000	-0.167246	348.709665	0.196287	-0.656484	348.709665	0.196287
15.280000	-0.185247	349.178877	0.196315	-0.701361	349.178877	0.196315
15.290000	-0.228618	349.652073	0.196365	-0.709798	349.652073	0.196365
15.300000	-0.289253	350.094203	0.196428	-0.690674	350.094203	0.196428
15.310000	-0.352307	350.491066	0.196496	-0.653870	350.491066	0.196496
15.320000	-0.400318	350.849430	0.196564	-0.607090	350.849430	0.196564
15.330000	-0.418998	351.191511	0.196630	-0.555554	351.191511	0.196630
15.340000	-0.402309	351.544692	0.196697	-0.503522	351.544692	0.196697
15.350000	-0.354402	351.929115	0.196768	-0.455908	351.929115	0.196768
15.360000	-0.287506	352.348637	0.196845	-0.418696	352.348637	0.196845
15.370000	-0.216980	352.790655	0.196928	-0.397744	352.790655	0.196928
15.380000	-0.156026	353.235405	0.197013	-0.396331	353.235405	0.197013
15.390000	-0.112254	353.668688	0.197096	-0.412615	353.668688	0.197096
15.400000	-0.086843	354.089563	0.197173	-0.438554	354.089563	0.197173
15.410000	-0.075639	354.508595	0.197244	-0.461512	354.508595	0.197244
15.420000	-0.071222	354.939205	0.197310	-0.468531	354.939205	0.197310
15.430000	-0.065285	355.388650	0.197372	-0.451688	355.388650	0.197372
15.440000	-0.050953	355.854272	0.197434	-0.412158	355.854272	0.197434
15.450000	-0.024430	356.326713	0.197499	-0.360917	356.326713	0.197499
15.460000	0.014754	356.797845	0.197567	-0.315354	356.797845	0.197567
15.470000	0.065022	357.268444	0.197637	-0.292912	357.268444	0.197637
15.480000	0.124446	357.749893	0.197705	-0.304425	357.749893	0.197705
15.490000	0.191218	358.256569	0.197768	-0.350147	358.256569	0.197768
15.500000	0.262116	358.791226	0.197823	-0.420101	358.791226	0.197823
15.510000	0.330087	359.331796	0.197863	-0.498113	359.331796	0.197863
15.520000	0.383293	359.829619	0.197880	-0.567418	359.829619	0.197880
15.530000	0.407376	360.223475	0.197864	-0.615721	360.223475	0.197864
15.540000	0.390641	360.464111	0.197810	-0.638633	360.464111	0.197810
15.550000	0.329799	360.536822	0.197721	-0.640986	360.536822	0.197721
15.560000	0.233271	360.469956	0.197607	-0.635670	360.469956	0.197607
15.570000	0.120108	360.324765	0.197486	-0.639921	360.324765	0.197486
15.580000	0.014492	360.171954	0.197372	-0.669913	360.171954	0.197372
15.590000	-0.062304	360.066977	0.197275	-0.735478	360.066977	0.197275
15.600000	-0.099543	360.035988	0.197190	-0.836634	360.035988	0.197190
15.610000	-0.101356	360.077470	0.197109	-0.962574	360.077470	0.197109
15.620000	-0.085971	360.175169	0.197018	-1.092878	360.175169	0.197018
15.630000	-0.079854	360.311908	0.196905	-1.200889	360.311908	0.196905
15.640000	-0.108674	360.475083	0.196765	-1.259867	360.475083	0.196765
15.650000	-0.188175	360.652144	0.196597	-1.251813	360.652144	0.196597
15.660000	-0.318032	360.822671	0.196406	-1.176515	360.822671	0.196406
15.670000	-0.480680	360.956313	0.196203	-1.056004	360.956313	0.196203
15.680000	-0.645606	361.020910	0.196006	-0.930074	361.020910	0.196006
15.690000	-0.777938	360.996514	0.195839	-0.842631	360.996514	0.195839
15.700000	-0.848745	360.886042	0.195722	-0.824054	360.886042	0.195722
15.710000	-0.843772	360.715751	0.195673	-0.877935	360.715751	0.195673
15.720000	-0.767838	360.525965	0.195694	-0.979148	360.525965	0.195694
15.730000	-0.643722	360.358043	0.195775	-1.084755	360.358043	0.195775
15.740000	-0.506123	360.244009	0.195894	-1.152754	360.244009	0.195894
15.750000	-0.392298	360.202203	0.196025	-1.159677	360.202203	0.196025
15.760000	-0.331513	360.238981	0.196145	-1.108660	360.238981	0.196145
15.770000	-0.335971	360.354242	0.196239	-1.024659	360.354242	0.196239
