time (s)	dominant Fap (N)	dominant Fvert (N)	dominant CPap (m)	non-dominant Fap (N)	non-dominant Fvert (N)	non-dominant CPap (m)
11.190000	-1.741257	368.653817	0.207884	2.556370	368.653817	0.207884
11.200000	-1.786351	368.721471	0.207841	2.514732	368.721471	0.207841
11.210000	-1.799402	368.840111	0.207824	2.487196	368.840111	0.207824
11.220000	-1.783252	368.975450	0.207824	2.470262	368.975450	0.207824
11.230000	-1.746792	369.087056	0.207831	2.455611	369.087056	0.207831
11.240000	-1.702632	369.144042	0.207829	2.435002	369.144042	0.207829
11.250000	-1.664461	369.140150	0.207812	2.404349	369.140150	0.207812
11.260000	-1.643934	369.098339	0.207784	2.365634	369.098339	0.207784
11.270000	-1.647361	369.059346	0.207758	2.326413	369.059346	0.207758
11.280000	-1.673375	369.058514	0.207754	2.297046	369.058514	0.207754
11.290000	-1.712962	369.104430	0.207786	2.286227	369.104430	0.207786
11.300000	-1.752166	369.173723	0.207861	2.296329	369.173723	0.207861
11.310000	-1.776444	369.226476	0.207972	2.320954	369.226476	0.207972
11.320000	-1.774915	369.232442	0.208102	2.346845	369.232442	0.208102
11.330000	-1.743064	369.190568	0.208233	2.360298	369.190568	0.208233
11.340000	-1.683339	369.129405	0.208348	2.355249	369.129405	0.208348
11.350000	-1.603778	369.089619	0.208436	2.338346	369.089619	0.208436
11.360000	-1.515334	369.101196	0.208496	2.327211	369.101196	0.208496
11.370000	-1.428776	369.169593	0.208535	2.341865	369.169593	0.208535
11.380000	-1.352098	369.277711	0.208564	2.393616	369.277711	0.208564
11.390000	-1.289172	369.400681	0.208593	2.477638	369.400681	0.208593
11.400000	-1.239906	369.523796	0.208624	2.573250	369.523796	0.208624
11.410000	-1.201644	369.653437	0.208655	2.651274	369.653437	0.208655
11.420000	-1.171210	369.815698	0.208677	2.684205	369.815698	0.208677
11.430000	-1.146810	370.044469	0.208679	2.654644	370.044469	0.208679
11.440000	-1.129094	370.365975	0.208653	2.559768	370.365975	0.208653
11.450000	-1.120966	370.787424	0.208597	2.411791	370.787424	0.208597
11.460000	-1.126308	371.293955	0.208515	2.234909	371.293955	0.208515
11.470000	-1.148295	371.853306	0.208414	2.059003	371.853306	0.208414
11.480000	-1.188171	372.424895	0.208302	1.911073	372.424895	0.208302
11.490000	-1.245019	372.970192	0.208183	1.807066	372.970192	0.208183
11.500000	-1.316387	373.462558	0.208059	1.747747	373.462558	0.208059
11.510000	-1.399080	373.894864	0.207929	1.720872	373.894864	0.207929
11.520000	-1.489425	374.282265	0.207798	1.708661	374.282265	0.207798
11.530000	-1.582827	374.657683	0.207674	1.696502	374.657683	0.207674
11.540000	-1.673128	375.060336	0.207574	1.678275	375.060336	0.207574
11.550000	-1.752590	375.521528	0.207510	1.655836	375.521528	0.207510
11.560000	-1.813119	376.053914	0.207484	1.633804	376.053914	0.207484
11.570000	-1.848649	376.648810	0.207486	1.613537	376.648810	0.207486
11.580000	-1.857845	377.282072	0.207495	1.590570	377.282072	0.207495
11.590000	-1.845773	377.924966	0.207487	1.557429	377.924966	0.207487
11.600000	-1.823348	378.554476	0.207447	1.510004	378.554476	0.207447
11.610000	-1.804293	379.158317	0.207373	1.452940	379.158317	0.207373
11.620000	-1.800504	379.733185	0.207272	1.399994	379.733185	0.207272
11.630000	-1.817500	380.278757	0.207157	1.368606	380.278757	0.207157
11.640000	-1.851711	380.792225	0.207038	1.371657	380.792225	0.207038
11.650000	-1.890858	381.267101	0.206924	1.410890	381.267101	0.206924
11.660000	-1.917829	381.696521	0.206817	1.474993	381.696521	0.206817
11.670000	-1.917281	382.077896	0.206723	1.542650	382.077896	0.206723
11.680000	-1.882787	382.415233	0.206646	1.588867	382.415233	0.206646
11.690000	-1.821461	382.717805	0.206590	1.592269	382.717805	0.206590
11.700000	-1.753425	382.996802	0.206553	1.541332	382.996802	0.206553
11.710000	-1.705542	383.262558	0.206526	1.437836	383.262558	0.206526
11.720000	-1.701660	383.523733	0.206493	1.296276	383.523733	0.206493
11.730000	-1.753399	383.788355	0.206435	1.138970	383.788355	0.206435
11.740000	-1.855310	384.066135	0.206342	0.988467	384.066135	0.206342
11.750000	-1.986238	384.371120	0.206218	0.860595	384.371120	0.206218
11.760000	-2.116140	384.722649	0.206077	0.761521	384.722649	0.206077
11.770000	-2.215724	385.141981	0.205942	0.689879	385.141981	0.205942
11.780000	-2.265481	385.644087	0.205834	0.641665	385.644087	0.205834
11.790000	-2.261049	386.228440	0.205761	0.614035	386.228440	0.205761
11.800000	-2.213207	386.875196	0.205721	0.605555	386.875196	0.205721
11.810000	-2.142857	387.550453	0.205701	0.613613	387.550453	0.205701
11.820000	-2.073468	388.217769	0.205688	0.631962	388.217769	0.205688
11.830000	-2.024306	388.848522	0.205677	0.650915	388.848522	0.205677
11.840000	-2.006823	389.425304	0.205665	0.660456	389.425304	0.205665
11.850000	-2.024313	389.938724	0.205656	0.654301	389.938724	0.205656
11.860000	-2.073241	390.382931	0.205651	0.632353	390.382931	0.205651
11.870000	-2.144575	390.754604	0.205650	0.600050	390.754604	0.205650
11.880000	-2.224919	391.055475	0.205654	0.564965	391.055475	0.205654
11.890000	-2.298459	391.294608	0.205660	0.532770	391.294608	0.205660
11.900000	-2.350466	391.487080	0.205670	0.505175	391.487080	0.205670
11.910000	-2.371603	391.649267	0.205691	0.481319	391.649267	0.205691
11.920000	-2.360834	391.793999	0.205729	0.461731	391.793999	0.205729
11.930000	-2.324992	391.928835	0.205792	0.452002	391.928835	0.205792
11.940000	-2.274906	392.058074	0.205884	0.463069	392.058074	0.205884
11.950000	-2.220222	392.186023	0.206002	0.506786	392.186023	0.206002
11.960000	-2.165914	392.317914	0.206140	0.588287	392.317914	0.206140
11.970000	-2.112289	392.456784	0.206291	0.699099	392.456784	0.206291
11.980000	-2.057853	392.598655	0.206447	0.815546	392.598655	0.206447
11.990000	-2.002515	392.730950	0.206604	0.904990	392.730950	0.206604
12.000000	-1.948677	392.837499	0.206761	0.938393	392.837499	0.206761
12.010000	-1.899604	392.908296	0.206916	0.903712	392.908296	0.206916
12.020000	-1.856642	392.948147	0.207070	0.813401	392.948147	0.207070
12.030000	-1.817599	392.978942	0.207219	0.701838	392.978942	0.207219
12.040000	-1.777595	393.034565	0.207357	0.613506	393.034565	0.207357
12.050000	-1.731938	393.151282	0.207479	0.586934	393.151282	0.207479
12.060000	-1.679299	393.357543	0.207586	0.640833	393.357543	0.207586
12.070000	-1.623400	393.666213	0.207682	0.767523	393.666213	0.207682
12.080000	-1.572242	394.071010	0.207774	0.936053	394.071010	0.207774
12.090000	-1.535111	394.547538	0.207870	1.104121	394.547538	0.207870
12.100000	-1.518507	395.057682	0.207975	1.234259	395.057682	0.207975
12.110000	-1.522701	395.555229	0.208087	1.307300	395.555229	0.208087
12.120000	-1.540620	395.991703	0.208202	1.326823	395.991703	0.208202
12.130000	-1.560172	396.323669	0.208310	1.312976	396.323669	0.208310
12.140000	-1.569662	396.523295	0.208403	1.289966	396.523295	0.208403
12.150000	-1.563986	396.590847	0.208475	1.274662	396.590847	0.208475
12.160000	-1.548069	396.562839	0.208528	1.271937	396.562839	0.208528
12.170000	-1.534830	396.507769	0.208580	1.277401	396.507769	0.208580
12.180000	-1.538015	396.506154	0.208653	1.283898	396.506154	0.208653
12.190000	-1.563517	396.621324	0.208770	1.287195	396.621324	0.208770
12.200000	-1.604190	396.875215	0.208940	1.288298	396.875215	0.208940
12.210000	-1.641375	397.242719	0.209147	1.292455	397.242719	0.209147
12.220000	-1.652658	397.668140	0.209358	1.306331	397.668140	0.209358
12.230000	-1.621911	398.094514	0.209530	1.334930	398.094514	0.209530
12.240000	-1.546612	398.489755	0.209632	1.379481	398.489755	0.209632
12.250000	-1.439238	398.857145	0.209654	1.437096	398.857145	0.209654
12.260000	-1.322791	399.228000	0.209616	1.502286	399.228000	0.209616
12.270000	-1.223093	399.644051	0.209556	1.569348	399.644051	0.209556
12.280000	-1.160945	400.140431	0.209519	1.633963	400.140431	0.209519
12.290000	-1.146236	400.736859	0.209537	1.692989	400.736859	0.209537
12.300000	-1.174926	401.438090	0.209621	1.743172	401.438090	0.209621
12.310000	-1.229508	402.239322	0.209760	1.780593	402.239322	0.209760
12.320000	-1.283472	403.131183	0.209931	1.802003	403.131183	0.209931
12.330000	-1.309478	404.102271	0.210111	1.807320	404.102271	0.210111
12.340000	-1.289263	405.141479	0.210280	1.801382	405.141479	0.210280
12.350000	-1.221648	406.242733	0.210432	1.793538	406.242733	0.210432
12.360000	-1.124883	407.410318	0.210571	1.795045	407.410318	0.210571
12.370000	-1.031456	408.658485	0.210706	1.815017	408.658485	0.210706
12.380000	-0.976731	410.000448	0.210847	1.855983	410.000448	0.210847
12.390000	-0.985804	411.429897	0.210995	1.910666	411.429897	0.210995
12.400000	-1.064037	412.906310	0.211142	1.962320	412.906310	0.211142
12.410000	-1.195233	414.355894	0.211273	1.990305	414.355894	0.211273
12.420000	-1.348069	415.691222	0.211373	1.979655	415.691222	0.211373
12.430000	-1.487706	416.840846	0.211433	1.929974	416.840846	0.211433
12.440000	-1.587373	417.773865	0.211455	1.857985	417.773865	0.211455
12.450000	-1.635152	418.507684	0.211454	1.791183	418.507684	0.211454
12.460000	-1.633886	419.096915	0.211449	1.755290	419.096915	0.211449
12.470000	-1.595581	419.610825	0.211459	1.762140	419.610825	0.211459
12.480000	-1.533927	420.110912	0.211495	1.804604	420.110912	0.211495
12.490000	-1.458727	420.637851	0.211559	1.861280	420.637851	0.211559
12.500000	-1.374377	421.210611	0.211643	1.908241	421.210611	0.211643
12.510000	-1.282265	421.833764	0.211735	1.931273	421.833764	0.211735
12.520000	-1.185173	422.505600	0.211818	1.931938	422.505600	0.211818
12.530000	-1.091029	423.221507	0.211879	1.924577	423.221507	0.211879
12.540000	-1.013770	423.972290	0.211906	1.926636	423.972290	0.211906
12.550000	-0.970477	424.741335	0.211892	1.948098	424.741335	0.211892
12.560000	-0.975650	425.504522	0.211839	1.985659	425.504522	0.211839
12.570000	-1.034837	426.233594	0.211756	2.024145	426.233594	0.211756
12.580000	-1.140248	426.900927	0.211660	2.043828	426.900927	0.211660
12.590000	-1.270338	427.483626	0.211573	2.029586	427.483626	0.211573
12.600000	-1.394099	427.966389	0.211511	1.977417	427.966389	0.211511
12.610000	-1.479312	428.343528	0.211480	1.895570	428.343528	0.211480
12.620000	-1.502536	428.620141	0.211475	1.800580	428.620141	0.211475
12.630000	-1.457451	428.811934	0.211480	1.710847	428.811934	0.211480
12.640000	-1.358106	428.943403	0.211474	1.640713	428.943403	0.211474
12.650000	-1.235181	429.044614	0.211441	1.596612	429.044614	0.211441
12.660000	-1.126340	429.146806	0.211374	1.575493	429.146806	0.211374
12.670000	-1.064410	429.276786	0.211275	1.565619	429.276786	0.211275
12.680000	-1.067897	429.450502	0.211155	1.550415	429.450502	0.211155
12.690000	-1.136936	429.667527	0.211027	1.515475	429.667527	0.211027
12.700000	-1.255310	429.909283	0.210902	1.456770	429.909283	0.210902
12.710000	-1.396986	430.143290	0.210788	1.385913	430.143290	0.210788
12.720000	-1.534455	430.333319	0.210686	1.328435	430.333319	0.210686
12.730000	-1.646083	430.452301	0.210594	1.314194	430.452301	0.210594
12.740000	-1.720315	430.492943	0.210508	1.363634	430.492943	0.210508
12.750000	-1.755930	430.471210	0.210422	1.476629	430.471210	0.210422
12.760000	-1.759126	430.420164	0.210334	1.629809	430.420164	0.210334
12.770000	-1.739511	430.375600	0.210245	1.783951	430.375600	0.210245
12.780000	-1.707146	430.359370	0.210161	1.897930	430.359370	0.210161
12.790000	-1.671606	430.368884	0.210083	1.942933	430.368884	0.210083
12.800000	-1.642379	430.378969	0.210014	1.911414	430.378969	0.210014
12.810000	-1.629019	430.355113	0.209947	1.818170	430.355113	0.209947
12.820000	-1.639962	430.269722	0.209875	1.693982	430.269722	0.209875
12.830000	-1.680120	430.111787	0.209786	1.574415	430.111787	0.209786
12.840000	-1.748378	429.886555	0.209673	1.487652	429.886555	0.209673
12.850000	-1.836454	429.609706	0.209531	1.445615	429.609706	0.209531
12.860000	-1.930178	429.302780	0.209366	1.441510	429.302780	0.209366
12.870000	-2.013402	428.991718	0.209188	1.454397	428.991718	0.209188
12.880000	-2.073434	428.704387	0.209014	1.458518	428.704387	0.209014
12.890000	-2.105711	428.462815	0.208859	1.433515	428.462815	0.208859
12.900000	-2.115283	428.272235	0.208729	1.371925	428.272235	0.208729
12.910000	-2.114200	428.115165	0.208617	1.281823	428.115165	0.208617
12.920000	-2.116331	427.957457	0.208513	1.184234	427.957457	0.208513
12.930000	-2.132627	427.764827	0.208401	1.106415	427.764827	0.208401
12.940000	-2.169192	427.520262	0.208272	1.073230	427.520262	0.208272
12.950000	-2.228217	427.232104	0.208127	1.099244	427.232104	0.208127
12.960000	-2.309668	426.929187	0.207972	1.183749	426.929187	0.207972
12.970000	-2.411402	426.647000	0.207817	1.309924	426.647000	0.207817
12.980000	-2.527166	426.412079	0.207671	1.448188	426.412079	0.207671
12.990000	-2.644326	426.230510	0.207539	1.563052	426.230510	0.207539
13.000000	-2.744221	426.083852	0.207424	1.622119	426.083852	0.207424
13.010000	-2.806808	425.933978	0.207323	1.605233	425.933978	0.207323
13.020000	-2.818390	425.736569	0.207234	1.511314	425.736569	0.207234
13.030000	-2.778743	425.459701	0.207151	1.360506	425.459701	0.207151
13.040000	-2.703465	425.100001	0.207073	1.190226	425.100001	0.207073
13.050000	-2.619589	424.687488	0.207000	1.045458	424.687488	0.207000
13.060000	-2.556107	424.274436	0.206933	0.965733	424.274436	0.206933
13.070000	-2.533843	423.912137	0.206878	0.972943	423.912137	0.206878
13.080000	-2.559249	423.626960	0.206835	1.064394	423.626960	0.206835
13.090000	-2.624121	423.408016	0.206806	1.213783	423.408016	0.206806
13.100000	-2.709933	423.212055	0.206784	1.379718	423.212055	0.206784
13.110000	-2.793868	422.981821	0.206766	1.518498	422.981821	0.206766
13.120000	-2.854460	422.668177	0.206747	1.596621	422.668177	0.206747
13.130000	-2.876548	422.246665	0.206724	1.599006	422.246665	0.206724
13.140000	-2.855795	421.723394	0.206696	1.530737	421.723394	0.206696
13.150000	-2.801759	421.129597	0.206662	1.412577	421.129597	0.206662
13.160000	-2.737137	420.507502	0.206623	1.272748	420.507502	0.206623
13.170000	-2.691395	419.893156	0.206579	1.138689	419.893156	0.206579
13.180000	-2.689956	419.303977	0.206531	1.031694	419.303977	0.206531
13.190000	-2.743234	418.737413	0.206481	0.965025	418.737413	0.206481
13.200000	-2.840814	418.180534	0.206432	0.943979	418.180534	0.206432
13.210000	-2.953836	417.622701	0.206389	0.966169	417.622701	0.206389
13.220000	-3.044735	417.061426	0.206360	1.021762	417.061426	0.206360
13.230000	-3.080204	416.497908	0.206352	1.094843	416.497908	0.206352
13.240000	-3.042136	415.927981	0.206375	1.166921	415.927981	0.206375
13.250000	-2.932663	415.337756	0.206429	1.222083	415.337756	0.206429
13.260000	-2.772078	414.708046	0.206515	1.251642	414.708046	0.206515
13.270000	-2.591236	414.023215	0.206624	1.255940	414.023215	0.206624
13.280000	-2.421926	413.276433	0.206745	1.242310	413.276433	0.206745
13.290000	-2.288872	412.467559	0.206862	1.220358	412.467559	0.206862
13.300000	-2.205545	411.597381	0.206959	1.197177	411.597381	0.206959
13.310000	-2.173647	410.665741	0.207026	1.174976	410.665741	0.207026
13.320000	-2.184622	409.677729	0.207064	1.152007	409.677729	0.207064
13.330000	-2.221692	408.654829	0.207085	1.125897	408.654829	0.207085
13.340000	-2.262304	407.642226	0.207113	1.097563	407.642226	0.207113
13.350000	-2.281917	406.703810	0.207172	1.073862	406.703810	0.207172
13.360000	-2.259502	405.902606	0.207280	1.067511	405.902606	0.207280
13.370000	-2.183487	405.273384	0.207439	1.093357	405.273384	0.207439
13.380000	-2.055662	404.800821	0.207637	1.161529	404.800821	0.207637
13.390000	-1.891132	404.416284	0.207850	1.270185	404.416284	0.207850
13.400000	-1.714280	404.017943	0.208050	1.402164	404.017943	0.208050
13.410000	-1.552497	403.506756	0.208215	1.528898	403.506756	0.208215
13.420000	-1.429878	402.822358	0.208339	1.620960	402.822358	0.208339
13.430000	-1.362207	401.962961	0.208427	1.660292	401.962961	0.208427
13.440000	-1.353572	400.981565	0.208493	1.647730	400.981565	0.208493
13.450000	-1.394763	399.962074	0.208555	1.602209	399.962074	0.208555
13.460000	-1.464246	398.987610	0.208623	1.552631	398.987610	0.208623
13.470000	-1.532751	398.115307	0.208700	1.526445	398.115307	0.208700
13.480000	-1.571387	397.366666	0.208783	1.539395	397.366666	0.208783
13.490000	-1.560951	396.733420	0.208869	1.589781	396.733420	0.208869
13.500000	-1.498353	396.191243	0.208958	1.659263	396.191243	0.208958
13.510000	-1.396632	395.711879	0.209052	1.720533	395.711879	0.209052
13.520000	-1.278149	395.268453	0.209157	1.749308	395.268453	0.209157
13.530000	-1.164435	394.835148	0.209275	1.735131	394.835148	0.209275
13.540000	-1.068110	394.386291	0.209402	1.685124	394.386291	0.209402
13.550000	-0.990761	393.899013	0.209535	1.618739	393.899013	0.209535
13.560000	-0.926707	393.359367	0.209665	1.557296	393.359367	0.209665
13.570000	-0.869136	392.767893	0.209789	1.515105	392.767893	0.209789
13.580000	-0.814493	392.140226	0.209905	1.496631	392.140226	0.209905
13.590000	-0.763235	391.501773	0.210015	1.498728	391.501773	0.210015
13.600000	-0.717968	390.880015	0.210121	1.513768	390.880015	0.210121
13.610000	-0.681345	390.299736	0.210222	1.530953	390.299736	0.210222
13.620000	-0.655188	389.783605	0.210316	1.537092	389.783605	0.210316
13.630000	-0.640595	389.355246	0.210398	1.519906	389.355246	0.210398
13.640000	-0.637896	389.038724	0.210466	1.474502	389.038724	0.210466
13.650000	-0.645881	388.850615	0.210522	1.409448	388.850615	0.210522
13.660000	-0.660935	388.787118	0.210572	1.347111	388.787118	0.210572
13.670000	-0.677191	388.814437	0.210620	1.315748	388.814437	0.210620
13.680000	-0.688186	388.871089	0.210672	1.336391	388.871089	0.210672
13.690000	-0.689211	388.884860	0.210725	1.411741	388.884860	0.210725
13.700000	-0.678882	388.798390	0.210773	1.523740	388.798390	0.210773
13.710000	-0.658971	388.591588	0.210809	1.641420	388.591588	0.210809
13.720000	-0.632851	388.289862	0.210832	1.734350	388.289862	0.210832
13.730000	-0.603873	387.953675	0.210844	1.783871	387.953675	0.210844
13.740000	-0.574835	387.653582	0.210854	1.786303	387.653582	0.210854
13.750000	-0.548658	387.441674	0.210868	1.747784	387.441674	0.210868
13.760000	-0.529298	387.332346	0.210889	1.675608	387.332346	0.210889
13.770000	-0.521686	387.301398	0.210912	1.572623	387.301398	0.210912
13.780000	-0.530147	387.303785	0.210928	1.438591	387.303785	0.210928
13.790000	-0.556038	387.300510	0.210927	1.277331	387.300510	0.210927
13.800000	-0.596214	387.279662	0.210902	1.104041	387.279662	0.210902
13.810000	-0.643681	387.259275	0.210856	0.946420	387.259275	0.210856
13.820000	-0.690472	387.270075	0.210794	0.836700	387.270075	0.210794
13.830000	-0.731265	387.328567	0.210725	0.797616	387.328567	0.210725
13.840000	-0.765631	387.417200	0.210653	0.829990	387.417200	0.210653
13.850000	-0.797544	387.484033	0.210580	0.909591	387.484033	0.210580
13.860000	-0.832297	387.462122	0.210505	0.995877	387.462122	0.210505
13.870000	-0.872521	387.297181	0.210425	1.048323	387.297181	0.210425
13.880000	-0.915708	386.968838	0.210341	1.041919	386.968838	0.210341
13.890000	-0.954922	386.497196	0.210261	0.974608	386.497196	0.210261
13.900000	-0.982549	385.936324	0.210194	0.864605	385.936324	0.210194
13.910000	-0.994899	385.361689	0.210155	0.741009	385.361689	0.210155
13.920000	-0.994850	384.856640	0.210153	0.633369	384.856640	0.210153
13.930000	-0.990867	384.498111	0.210193	0.564418	384.498111	0.210193
13.940000	-0.992950	384.340523	0.210271	0.546680	384.340523	0.210271
13.950000	-1.007708	384.400635	0.210373	0.581349	384.400635	0.210373
13.960000	-1.034990	384.650028	0.210477	0.658114	384.650028	0.210477
13.970000	-1.067431	385.020397	0.210563	0.756768	385.020397	0.210563
13.980000	-1.092889	385.420607	0.210615	0.852442	385.420607	0.210615
13.990000	-1.098743	385.758889	0.210628	0.924592	385.758889	0.210628
14.000000	-1.076556	385.962675	0.210612	0.966268	385.962675	0.210612
14.010000	-1.025539	385.991255	0.210587	0.987940	385.991255	0.210587
14.020000	-0.953634	385.839292	0.210575	1.011896	385.839292	0.210575
14.030000	-0.875832	385.531283	0.210595	1.058615	385.531283	0.210595
14.040000	-0.810237	385.109696	0.210650	1.132326	385.109696	0.210650
14.050000	-0.772999	384.622528	0.210732	1.214974	384.622528	0.210732
14.060000	-0.773527	384.116520	0.210822	1.273871	384.116520	0.210822
14.070000	-0.811410	383.638000	0.210903	1.280076	383.638000	0.210903
14.080000	-0.876336	383.236888	0.210966	1.227253	383.236888	0.210966
14.090000	-0.951369	382.966276	0.211016	1.139473	382.966276	0.211016
14.100000	-1.018455	382.873075	0.211066	1.062517	382.873075	0.211066
14.110000	-1.063630	382.981998	0.211131	1.042970	382.981998	0.211131
14.120000	-1.079525	383.280628	0.211215	1.106374	383.280628	0.211215
14.130000	-1.064479	383.714154	0.211310	1.245853	383.714154	0.211310
14.140000	-1.019823	384.194858	0.211402	1.426345	384.194858	0.211402
14.150000	-0.947950	384.625534	0.211472	1.601106	384.625534	0.211472
14.160000	-0.852888	384.929723	0.211512	1.731235	384.929723	0.211512
14.170000	-0.742885	385.077330	0.211521	1.798538	385.077330	0.211521
14.180000	-0.632655	385.094157	0.211510	1.806674	385.094157	0.211510
14.190000	-0.542564	385.049672	0.211492	1.772329	385.049672	0.211492
14.200000	-0.493528	385.027327	0.211476	1.713280	385.027327	0.211476
14.210000	-0.498977	385.090970	0.211464	1.640918	385.090970	0.211464
14.220000	-0.557500	385.263408	0.211451	1.560868	385.263408	0.211451
14.230000	-0.650368	385.526610	0.211431	1.479460	385.526610	0.211431
14.240000	-0.746317	385.840939	0.211403	1.409709	385.840939	0.211403
14.250000	-0.812410	386.170825	0.211367	1.371047	386.170825	0.211367
14.260000	-0.826411	386.502661	0.211332	1.381792	386.502661	0.211332
14.270000	-0.784895	386.847714	0.211301	1.448703	386.847714	0.211301
14.280000	-0.703269	387.232795	0.211280	1.560235	387.232795	0.211280
14.290000	-0.607978	387.687289	0.211271	1.688000	387.687289	0.211271
14.300000	-0.525202	388.233742	0.211275	1.796397	388.233742	0.211275
14.310000	-0.471844	388.883375	0.211297	1.856192	388.883375	0.211297
14.320000	-0.452794	389.633224	0.211337	1.856017	389.633224	0.211337
14.330000	-0.464439	390.462059	0.211391	1.806585	390.462059	0.211391
14.340000	-0.500806	391.326825	0.211446	1.735487	391.326825	0.211446
14.350000	-0.557727	392.165377	0.211482	1.674533	392.165377	0.211482
14.360000	-0.632543	392.910245	0.211480	1.645164	392.910245	0.211480
14.370000	-0.720405	393.511530	0.211429	1.648611	393.511530	0.211429
14.380000	-0.810717	393.959230	0.211337	1.665528	393.959230	0.211337
14.390000	-0.887035	394.292556	0.211227	1.665616	394.292556	0.211227
14.400000	-0.931223	394.589203	0.211131	1.623334	394.589203	0.211131
14.410000	-0.929874	394.938171	0.211080	1.532648	394.938171	0.211080
14.420000	-0.879782	395.408390	0.211093	1.413272	395.408390	0.211093
14.430000	-0.790047	396.026470	0.211166	1.303909	396.026470	0.211166
14.440000	-0.680169	396.770988	0.211283	1.244420	396.770988	0.211283
14.450000	-0.574917	397.582896	0.211411	1.255750	397.582896	0.211411
14.460000	-0.497499	398.386164	0.211522	1.328852	398.386164	0.211522
14.470000	-0.462852	399.110619	0.211592	1.429091	399.110619	0.211592
14.480000	-0.473032	399.709312	0.211614	1.513183	399.709312	0.211614
14.490000	-0.516388	400.165760	0.211594	1.548563	400.165760	0.211594
14.500000	-0.571173	400.491253	0.211552	1.525058	400.491253	0.211552
14.510000	-0.612644	400.716295	0.211507	1.454884	400.716295	0.211507
14.520000	-0.621229	400.880676	0.211479	1.363783	400.880676	0.211479
14.530000	-0.588951	401.024318	0.211475	1.279146	401.024318	0.211475
14.540000	-0.521970	401.179239	0.211492	1.220066	401.179239	0.211492
14.550000	-0.438627	401.363265	0.211515	1.192157	401.363265	0.211515
14.560000	-0.363783	401.577277	0.211524	1.188214	401.577277	0.211524
14.570000	-0.321284	401.807388	0.211502	1.194058	401.807388	0.211502
14.580000	-0.326761	402.031341	0.211442	1.196586	402.031341	0.211442
14.590000	-0.382787	402.226321	0.211351	1.189597	402.226321	0.211351
14.600000	-0.477706	402.375074	0.211244	1.174312	402.375074	0.211244
14.610000	-0.588453	402.468881	0.211140	1.155285	402.468881	0.211140
14.620000	-0.686773	402.507961	0.211051	1.135550	402.507961	0.211051
14.630000	-0.747454	402.500742	0.210979	1.114647	402.500742	0.210979
14.640000	-0.756566	402.463029	0.210911	1.089978	402.463029	0.210911
14.650000	-0.717153	402.417169	0.210829	1.059193	402.417169	0.210829
14.660000	-0.649866	402.390626	0.210717	1.021402	402.390626	0.210717
14.670000	-0.587305	402.412977	0.210564	0.977177	402.412977	0.210564
14.680000	-0.563300	402.510543	0.210377	0.928821	402.510543	0.210377
14.690000	-0.600947	402.699115	0.210168	0.881409	402.699115	0.210168
14.700000	-0.704269	402.977473	0.209960	0.843152	402.977473	0.209960
14.710000	-0.856995	403.325818	0.209769	0.823182	403.325818	0.209769
14.720000	-1.028757	403.712016	0.209606	0.826949	403.712016	0.209606
14.730000	-1.185812	404.104269	0.209468	0.852090	404.104269	0.209468
14.740000	-1.301832	404.484137	0.209349	0.888165	404.484137	0.209349
14.750000	-1.364837	404.852166	0.209239	0.921318	404.852166	0.209239
14.760000	-1.378364	405.221755	0.209133	0.941412	405.221755	0.209133
14.770000	-1.357392	405.603773	0.209030	0.947280	405.603773	0.209030
14.780000	-1.321340	405.990886	0.208930	0.946695	405.990886	0.208930
14.790000	-1.287152	406.351963	0.208836	0.950882	406.351963	0.208836
14.800000	-1.264913	406.641562	0.208744	0.966859	406.641562	0.208744
14.810000	-1.257083	406.820364	0.208646	0.992428	406.820364	0.208646
14.820000	-1.260874	406.875727	0.208531	1.017096	406.875727	0.208531
14.830000	-1.272207	406.831607	0.208390	1.028461	406.831607	0.208390
14.840000	-1.289358	406.743174	0.208216	1.019936	406.743174	0.208216
14.850000	-1.314754	406.678886	0.208015	0.994736	406.678886	0.208015
14.860000	-1.354162	406.697730	0.207795	0.963589	406.697730	0.207795
14.870000	-1.413586	406.830632	0.207571	0.937903	406.830632	0.207571
14.880000	-1.495243	407.073003	0.207354	0.923087	407.073003	0.207354
14.890000	-1.594626	407.390728	0.207153	0.916188	407.390728	0.207153
14.900000	-1.700339	407.736141	0.206975	0.908693	407.736141	0.206975
14.910000	-1.797091	408.066046	0.206825	0.891834	408.066046	0.206825
14.920000	-1.870625	408.353254	0.206707	0.860767	408.353254	0.206707
14.930000	-1.912431	408.587487	0.206620	0.815684	408.587487	0.206620
14.940000	-1.922354	408.768510	0.206558	0.760571	408.768510	0.206558
14.950000	-1.908360	408.898972	0.206510	0.701609	408.898972	0.206510
14.960000	-1.883872	408.982777	0.206462	0.646428	408.982777	0.206462
14.970000	-1.863671	409.028430	0.206400	0.603818	409.028430	0.206400
14.980000	-1.859411	409.051599	0.206320	0.582678	409.051599	0.206320
14.990000	-1.875810	409.071849	0.206227	0.589707	409.071849	0.206227
15.000000	-1.908740	409.103874	0.206129	0.626589	409.103874	0.206129
15.010000	-1.946359	409.148348	0.206037	0.688021	409.148348	0.206037
15.020000	-1.973586	409.188035	0.205960	0.761591	409.188035	0.205960
15.030000	-1.978591	409.191792	0.205899	0.829883	409.191792	0.205899
15.040000	-1.958392	409.125456	0.205851	0.874771	409.125456	0.205851
