time (s)	dominant Fap (N)	dominant Fvert (N)	dominant CPap (m)	non-dominant Fap (N)	non-dominant Fvert (N)	non-dominant CPap (m)
1.300000	-2.525035	367.640027	0.209393	1.806704	367.640027	0.209393
1.310000	-2.553042	367.775987	0.209320	1.792180	367.775987	0.209320
1.320000	-2.593540	368.054730	0.209263	1.778819	368.054730	0.209263
1.330000	-2.641612	368.431899	0.209223	1.755142	368.431899	0.209223
1.340000	-2.692142	368.855900	0.209198	1.715217	368.855900	0.209198
1.350000	-2.738058	369.287252	0.209190	1.660884	369.287252	0.209190
1.360000	-2.769370	369.703633	0.209198	1.600630	369.703633	0.209198
1.370000	-2.774679	370.091369	0.209225	1.546083	370.091369	0.209225
1.380000	-2.744989	370.433868	0.209271	1.507761	370.433868	0.209271
1.390000	-2.677946	370.709148	0.209330	1.491615	370.709148	0.209330
1.400000	-2.580024	370.900655	0.209394	1.497441	370.900655	0.209394
1.410000	-2.465181	371.014395	0.209452	1.519629	371.014395	0.209452
1.420000	-2.350362	371.089477	0.209500	1.549939	371.089477	0.209500
1.430000	-2.250080	371.192357	0.209539	1.581095	371.192357	0.209539
1.440000	-2.172717	371.394260	0.209573	1.609443	371.394260	0.209573
1.450000	-2.119898	371.740477	0.209608	1.635186	371.740477	0.209608
1.460000	-2.088183	372.225196	0.209648	1.659861	372.225196	0.209648
1.470000	-2.071032	372.784658	0.209692	1.682385	372.784658	0.209692
1.480000	-2.059652	373.315063	0.209739	1.696179	373.315063	0.209739
1.490000	-2.043107	373.710945	0.209784	1.689848	373.710945	0.209784
1.500000	-2.009347	373.908697	0.209830	1.652207	373.908697	0.209830
1.510000	-1.948291	373.914540	0.209881	1.579698	373.914540	0.209881
1.520000	-1.856243	373.801748	0.209941	1.482014	373.801748	0.209941
1.530000	-1.739360	373.677155	0.210011	1.381610	373.677155	0.210011
1.540000	-1.613838	373.633892	0.210082	1.305683	373.633892	0.210082
1.550000	-1.501905	373.714802	0.210141	1.273861	373.714802	0.210141
1.560000	-1.424700	373.903758	0.210171	1.288263	373.903758	0.210171
1.570000	-1.394598	374.145177	0.210166	1.331936	374.145177	0.210166
1.580000	-1.410115	374.377018	0.210135	1.376690	374.377018	0.210135
1.590000	-1.455887	374.558861	0.210092	1.395583	374.558861	0.210092
1.600000	-1.508269	374.684013	0.210056	1.372963	374.684013	0.210056
1.610000	-1.544598	374.775359	0.210037	1.307593	374.775359	0.210037
1.620000	-1.552039	374.871395	0.210032	1.209371	374.871395	0.210032
1.630000	-1.531799	375.009973	0.210033	1.093456	375.009973	0.210033
1.640000	-1.496621	375.215756	0.210030	0.975500	375.215756	0.210030
1.650000	-1.462988	375.495317	0.210019	0.869250	375.495317	0.210019
1.660000	-1.442173	375.840800	0.210004	0.785535	375.840800	0.210004
1.670000	-1.434770	376.238691	0.209996	0.730951	376.238691	0.209996
1.680000	-1.431273	376.677167	0.210006	0.705568	376.677167	0.210006
1.690000	-1.418017	377.146991	0.210041	0.700737	377.146991	0.210041
1.700000	-1.384949	377.636511	0.210099	0.699371	377.636511	0.210099
1.710000	-1.330870	378.126489	0.210169	0.680608	378.126489	0.210169
1.720000	-1.263313	378.590862	0.210239	0.628357	378.590862	0.210239
1.730000	-1.193553	379.004926	0.210293	0.539964	379.004926	0.210293
1.740000	-1.130371	379.356865	0.210325	0.429759	379.356865	0.210325
1.750000	-1.076891	379.655853	0.210333	0.324327	379.655853	0.210333
1.760000	-1.032449	379.931773	0.210323	0.251227	379.931773	0.210323
1.770000	-0.997550	380.226051	0.210303	0.227182	380.226051	0.210303
1.780000	-0.977517	380.577501	0.210278	0.252023	380.577501	0.210278
1.790000	-0.981453	381.008853	0.210253	0.310766	381.008853	0.210253
1.800000	-1.016667	381.518649	0.210235	0.381199	381.518649	0.210235
1.810000	-1.082132	382.080744	0.210230	0.442147	382.080744	0.210230
1.820000	-1.165329	382.651572	0.210247	0.478909	382.651572	0.210247
1.830000	-1.244732	383.183644	0.210293	0.485268	383.183644	0.210293
1.840000	-1.296968	383.641413	0.210365	0.463134	383.641413	0.210365
1.850000	-1.305276	384.013235	0.210454	0.420732	384.013235	0.210454
1.860000	-1.265472	384.313198	0.210541	0.369733	384.313198	0.210541
1.870000	-1.187052	384.571017	0.210609	0.321854	384.571017	0.210609
1.880000	-1.089373	384.814895	0.210649	0.286033	384.814895	0.210649
1.890000	-0.994849	385.056584	0.210664	0.267160	385.056584	0.210664
1.900000	-0.921981	385.286529	0.210671	0.266332	385.286529	0.210671
1.910000	-0.880610	385.480945	0.210687	0.281680	385.480945	0.210687
1.920000	-0.870457	385.616270	0.210726	0.308803	385.616270	0.210726
1.930000	-0.882745	385.683363	0.210791	0.340777	385.683363	0.210791
1.940000	-0.903907	385.695116	0.210871	0.368618	385.695116	0.210871
1.950000	-0.920187	385.684925	0.210949	0.383125	385.684925	0.210949
1.960000	-0.921903	385.697078	0.211008	0.377959	385.697078	0.211008
1.970000	-0.906179	385.772168	0.211040	0.352333	385.772168	0.211040
1.980000	-0.877296	385.931545	0.211045	0.311140	385.931545	0.211045
1.990000	-0.844605	386.165488	0.211028	0.261724	386.165488	0.211028
2.000000	-0.818867	386.430013	0.210999	0.209155	386.430013	0.210999
2.010000	-0.808495	386.655675	0.210969	0.153531	386.655675	0.210969
2.020000	-0.817160	386.767535	0.210945	0.091760	386.767535	0.210945
2.030000	-0.843700	386.710375	0.210927	0.022759	386.710375	0.210927
2.040000	-0.884253	386.470201	0.210911	-0.048030	386.470201	0.210911
2.050000	-0.935415	386.083836	0.210885	-0.108864	386.083836	0.210885
2.060000	-0.996462	385.632324	0.210837	-0.147361	385.632324	0.210837
2.070000	-1.069035	385.218961	0.210763	-0.158241	385.218961	0.210763
2.080000	-1.154059	384.937743	0.210671	-0.148150	384.937743	0.210671
2.090000	-1.247450	384.842242	0.210578	-0.134303	384.842242	0.210578
2.100000	-1.337284	384.926902	0.210509	-0.137151	384.926902	0.210509
2.110000	-1.404770	385.130005	0.210483	-0.170422	385.130005	0.210483
2.120000	-1.429671	385.359024	0.210506	-0.233410	385.359024	0.210506
2.130000	-1.398388	385.528077	0.210576	-0.309845	385.528077	0.210576
2.140000	-1.311118	385.590226	0.210677	-0.374767	385.590226	0.210677
2.150000	-1.184273	385.549763	0.210796	-0.406500	385.549763	0.210796
2.160000	-1.046289	385.450261	0.210922	-0.397260	385.450261	0.210922
2.170000	-0.928140	385.346672	0.211047	-0.356089	385.346672	0.211047
2.180000	-0.852696	385.276676	0.211166	-0.302335	385.276676	0.211166
2.190000	-0.827708	385.244766	0.211273	-0.253943	385.244766	0.211273
2.200000	-0.845184	385.224667	0.211356	-0.218056	385.224667	0.211356
2.210000	-0.886543	385.176459	0.211406	-0.189320	385.176459	0.211406
2.220000	-0.930364	385.068491	0.211420	-0.155714	385.068491	0.211420
2.230000	-0.959227	384.892929	0.211405	-0.107021	384.892929	0.211405
2.240000	-0.963681	384.668006	0.211380	-0.040519	384.668006	0.211380
2.250000	-0.943153	384.427625	0.211367	0.038487	384.427625	0.211367
2.260000	-0.904477	384.205862	0.211383	0.120082	384.205862	0.211383
2.270000	-0.858783	384.025545	0.211431	0.194169	384.025545	0.211431
2.280000	-0.817494	383.895435	0.211504	0.253547	383.895435	0.211504
2.290000	-0.788586	383.813494	0.211592	0.294863	383.813494	0.211592
2.300000	-0.774412	383.770279	0.211685	0.318164	383.770279	0.211685
2.310000	-0.771812	383.749273	0.211783	0.326279	383.749273	0.211783
2.320000	-0.774033	383.726485	0.211889	0.324601	383.726485	0.211889
2.330000	-0.773180	383.673814	0.212004	0.320665	383.673814	0.212004
2.340000	-0.762122	383.567036	0.212126	0.322516	383.567036	0.212126
2.350000	-0.735654	383.393894	0.212245	0.335870	383.393894	0.212245
2.360000	-0.691446	383.156502	0.212351	0.361625	383.156502	0.212351
2.370000	-0.631155	382.866616	0.212432	0.395691	382.866616	0.212432
2.380000	-0.561415	382.537892	0.212485	0.431594	382.537892	0.212485
2.390000	-0.493714	382.180764	0.212515	0.464243	382.180764	0.212515
2.400000	-0.442121	381.802301	0.212532	0.492663	381.802301	0.212532
2.410000	-0.418806	381.408994	0.212550	0.520668	381.408994	0.212550
2.420000	-0.428789	381.008751	0.212582	0.555806	381.008751	0.212582
2.430000	-0.466596	380.610179	0.212630	0.607053	380.610179	0.212630
2.440000	-0.517163	380.220143	0.212691	0.681173	380.220143	0.212691
2.450000	-0.561255	379.842021	0.212759	0.778060	379.842021	0.212759
2.460000	-0.582911	379.476039	0.212826	0.887150	379.476039	0.212826
2.470000	-0.575120	379.120873	0.212890	0.988073	379.120873	0.212890
2.480000	-0.541114	378.774605	0.212952	1.057263	378.774605	0.212952
2.490000	-0.491541	378.434375	0.213014	1.078412	378.434375	0.213014
2.500000	-0.439873	378.096369	0.213073	1.051488	378.096369	0.213073
2.510000	-0.398508	377.758155	0.213125	0.994940	377.758155	0.213125
2.520000	-0.376574	377.422467	0.213160	0.939132	377.422467	0.213160
2.530000	-0.379086	377.098146	0.213173	0.913589	377.098146	0.213173
2.540000	-0.406745	376.794620	0.213165	0.933911	376.794620	0.213165
2.550000	-0.455964	376.512266	0.213139	0.994644	376.512266	0.213139
2.560000	-0.519070	376.236857	0.213103	1.071827	376.236857	0.213103
2.570000	-0.584885	375.945372	0.213065	1.134339	375.945372	0.213065
2.580000	-0.640027	375.621733	0.213032	1.158675	375.621733	0.213032
2.590000	-0.671334	375.271716	0.213015	1.139689	375.271716	0.213015
2.600000	-0.669384	374.924901	0.213020	1.091902	374.924901	0.213020
2.610000	-0.632210	374.619880	0.213053	1.041231	374.619880	0.213053
2.620000	-0.567535	374.380777	0.213111	1.012256	374.380777	0.213111
2.630000	-0.491884	374.199469	0.213182	1.017936	374.199469	0.213182
2.640000	-0.426082	374.034699	0.213251	1.056101	374.034699	0.213251
2.650000	-0.388464	373.829087	0.213305	1.112560	373.829087	0.213305
2.660000	-0.388495	373.534582	0.213332	1.167646	373.534582	0.213332
2.670000	-0.423608	373.132460	0.213331	1.203123	373.132460	0.213331
2.680000	-0.480838	372.637834	0.213309	1.207875	372.637834	0.213309
2.690000	-0.542669	372.088618	0.213275	1.181532	372.088618	0.213275
2.700000	-0.594567	371.528485	0.213239	1.134867	371.528485	0.213239
2.710000	-0.630697	370.995729	0.213209	1.085952	370.995729	0.213209
2.720000	-0.655119	370.523055	0.213189	1.052977	370.523055	0.213189
2.730000	-0.677897	370.142420	0.213178	1.046990	370.142420	0.213178
2.740000	-0.708218	369.883771	0.213175	1.068451	369.883771	0.213175
2.750000	-0.748138	369.762011	0.213177	1.109399	369.762011	0.213177
2.760000	-0.790212	369.758673	0.213183	1.159582	369.758673	0.213183
2.770000	-0.820234	369.813086	0.213188	1.212568	369.813086	0.213188
2.780000	-0.823856	369.834328	0.213193	1.268154	369.834328	0.213193
2.790000	-0.794156	369.731761	0.213196	1.329973	369.731761	0.213196
2.800000	-0.736759	369.448723	0.213200	1.400299	369.448723	0.213200
2.810000	-0.669965	368.981587	0.213207	1.475722	368.981587	0.213207
2.820000	-0.619216	368.376351	0.213215	1.546707	368.376351	0.213215
2.830000	-0.607712	367.708857	0.213218	1.601541	367.708857	0.213218
2.840000	-0.647054	367.061549	0.213209	1.632303	367.061549	0.213209
2.850000	-0.732262	366.506353	0.213184	1.639184	366.506353	0.213184
2.860000	-0.843760	366.095192	0.213146	1.630540	366.095192	0.213146
2.870000	-0.955474	365.854812	0.213101	1.618931	365.854812	0.213101
2.880000	-1.045115	365.783315	0.213061	1.615859	365.783315	0.213061
2.890000	-1.101688	365.848959	0.213031	1.628358	365.848959	0.213031
2.900000	-1.127047	365.993620	0.213013	1.658773	365.993620	0.213013
2.910000	-1.131711	366.142502	0.213001	1.706657	366.142502	0.213001
2.920000	-1.128021	366.219429	0.212985	1.770505	366.219429	0.212985
2.930000	-1.124569	366.164392	0.212955	1.847737	366.164392	0.212955
2.940000	-1.124301	365.948230	0.212904	1.933209	365.948230	0.212904
2.950000	-1.126027	365.579446	0.212835	2.018118	365.579446	0.212835
2.960000	-1.127213	365.100951	0.212753	2.091176	365.100951	0.212753
2.970000	-1.126031	364.578240	0.212668	2.142369	364.578240	0.212668
2.980000	-1.122220	364.082846	0.212591	2.167500	364.082846	0.212591
2.990000	-1.117422	363.675114	0.212532	2.170841	363.675114	0.212532
3.000000	-1.115462	363.389729	0.212497	2.164227	363.389729	0.212497
3.010000	-1.121932	363.227126	0.212486	2.162949	363.227126	0.212486
3.020000	-1.142291	363.153497	0.212496	2.180365	363.153497	0.212496
3.030000	-1.178783	363.110476	0.212512	2.223385	363.110476	0.212512
3.040000	-1.227872	363.032783	0.212521	2.290358	363.032783	0.212521
3.050000	-1.280046	362.868893	0.212503	2.372008	362.868893	0.212503
3.060000	-1.322481	362.597826	0.212447	2.455206	362.597826	0.212447
3.070000	-1.343479	362.235873	0.212353	2.528221	362.235873	0.212353
3.080000	-1.336713	361.830618	0.212233	2.585088	361.830618	0.212233
3.090000	-1.303715	361.444375	0.212107	2.626651	361.444375	0.212107
3.100000	-1.253799	361.132754	0.211996	2.657535	361.132754	0.211996
3.110000	-1.201458	360.925471	0.211912	2.681153	360.925471	0.211912
3.120000	-1.162013	360.815580	0.211854	2.696660	360.815580	0.211854
3.130000	-1.146997	360.760725	0.211812	2.700748	360.760725	0.211812
3.140000	-1.160988	360.696266	0.211770	2.693399	360.696266	0.211770
3.150000	-1.200959	360.556121	0.211715	2.683129	360.556121	0.211715
3.160000	-1.257966	360.294452	0.211641	2.686807	360.294452	0.211641
3.170000	-1.320075	359.900849	0.211548	2.722645	359.900849	0.211548
3.180000	-1.375362	359.403621	0.211438	2.799857	359.403621	0.211438
3.190000	-1.414515	358.859641	0.211313	2.911187	358.859641	0.211313
3.200000	-1.432947	358.333934	0.211173	3.033076	358.333934	0.211173
3.210000	-1.432095	357.876861	0.211022	3.133911	357.876861	0.211022
3.220000	-1.419091	357.508847	0.210860	3.186445	357.508847	0.210860
3.230000	-1.404309	357.219600	0.210694	3.178615	357.219600	0.210694
3.240000	-1.397398	356.980965	0.210528	3.118088	356.980965	0.210528
3.250000	-1.403570	356.764523	0.210368	3.028931	356.764523	0.210368
3.260000	-1.421909	356.553184	0.210211	2.942270	356.553184	0.210211
3.270000	-1.446444	356.341765	0.210056	2.885104	356.341765	0.210056
3.280000	-1.469294	356.129918	0.209899	2.871730	356.129918	0.209899
3.290000	-1.484424	355.914603	0.209740	2.900495	355.914603	0.209740
3.300000	-1.490495	355.686859	0.209584	2.956116	355.686859	0.209584
3.310000	-1.491780	355.433274	0.209433	3.015985	355.433274	0.209433
3.320000	-1.496950	355.140903	0.209286	3.058140	355.140903	0.209286
3.330000	-1.516193	354.804909	0.209136	3.068465	354.804909	0.209136
3.340000	-1.557691	354.436998	0.208969	3.044771	354.436998	0.208969
3.350000	-1.624616	354.069362	0.208777	2.996253	354.069362	0.208777
3.360000	-1.713637	353.747707	0.208556	2.938656	353.747707	0.208556
3.370000	-1.815497	353.512339	0.208310	2.887548	353.512339	0.208310
3.380000	-1.917530	353.376023	0.208044	2.852939	353.376023	0.208044
3.390000	-2.007351	353.313044	0.207768	2.837267	353.313044	0.207768
3.400000	-2.076400	353.269177	0.207487	2.836551	353.269177	0.207487
3.410000	-2.122061	353.188774	0.207206	2.843065	353.188774	0.207206
3.420000	-2.147622	353.043094	0.206931	2.847797	353.043094	0.206931
3.430000	-2.160354	352.843028	0.206667	2.841836	352.843028	0.206667
3.440000	-2.168724	352.630388	0.206418	2.816824	352.630388	0.206418
3.450000	-2.179948	352.455775	0.206185	2.765510	352.455775	0.206185
3.460000	-2.198741	352.357232	0.205968	2.683721	352.357232	0.205968
3.470000	-2.227569	352.349489	0.205767	2.574112	352.349489	0.205767
3.480000	-2.267925	352.424745	0.205582	2.449789	352.424745	0.205582
3.490000	-2.321452	352.560073	0.205415	2.334055	352.560073	0.205415
3.500000	-2.389550	352.726434	0.205260	2.253564	352.726434	0.205260
3.510000	-2.471012	352.896910	0.205104	2.226471	352.896910	0.205104
3.520000	-2.559014	353.053507	0.204929	2.251816	353.053507	0.204929
3.530000	-2.640065	353.191641	0.204723	2.307393	353.191641	0.204723
3.540000	-2.697007	353.320774	0.204484	2.358898	353.320774	0.204484
3.550000	-2.715647	353.460099	0.204228	2.376119	353.460099	0.204228
3.560000	-2.691669	353.629731	0.203983	2.347317	353.629731	0.203983
3.570000	-2.633568	353.839753	0.203779	2.283966	353.839753	0.203779
3.580000	-2.559426	354.081140	0.203635	2.213782	354.081140	0.203635
3.590000	-2.489226	354.323216	0.203554	2.166382	354.323216	0.203554
3.600000	-2.437095	354.520911	0.203522	2.159257	354.520911	0.203522
3.610000	-2.407595	354.631079	0.203512	2.190744	354.631079	0.203512
3.620000	-2.397225	354.632261	0.203502	2.242490	354.632261	0.203502
3.630000	-2.399150	354.539307	0.203475	2.289058	354.539307	0.203475
3.640000	-2.407770	354.405430	0.203427	2.309225	354.405430	0.203427
3.650000	-2.420663	354.309121	0.203366	2.293658	354.309121	0.203366
3.660000	-2.437494	354.329817	0.203311	2.246494	354.329817	0.203311
3.670000	-2.457179	354.521301	0.203278	2.181755	354.521301	0.203278
3.680000	-2.475286	354.893066	0.203278	2.117506	354.893066	0.203278
3.690000	-2.483291	355.406343	0.203307	2.070298	355.406343	0.203307
3.700000	-2.470343	355.985280	0.203349	2.051088	355.985280	0.203349
3.710000	-2.426929	356.538643	0.203384	2.062937	356.538643	0.203384
3.720000	-2.348953	356.985448	0.203391	2.100890	356.985448	0.203391
3.730000	-2.240533	357.278095	0.203367	2.154578	357.278095	0.203367
3.740000	-2.114392	357.416718	0.203325	2.213018	357.416718	0.203325
3.750000	-1.989505	357.449233	0.203287	2.269384	357.449233	0.203287
3.760000	-1.886341	357.454952	0.203279	2.322850	357.454952	0.203279
3.770000	-1.820629	357.516181	0.203314	2.376155	357.516181	0.203314
3.780000	-1.797521	357.688398	0.203383	2.430575	357.688398	0.203383
3.790000	-1.808760	357.981181	0.203464	2.482092	357.981181	0.203464
3.800000	-1.834876	358.357327	0.203528	2.521874	358.357327	0.203528
3.810000	-1.852108	358.749388	0.203553	2.541162	358.749388	0.203553
3.820000	-1.840947	359.085677	0.203533	2.537431	359.085677	0.203533
3.830000	-1.792210	359.314844	0.203477	2.517575	359.314844	0.203477
