time (s)	dominant Fap (N)	dominant Fvert (N)	dominant CPap (m)	non-dominant Fap (N)	non-dominant Fvert (N)	non-dominant CPap (m)
0.000000	0.345529	374.660766	0.210210	-0.829321	374.660766	0.210210
0.010000	0.321211	374.750564	0.210152	-0.767120	374.750564	0.210152
0.020000	0.294376	374.764267	0.210093	-0.714131	374.764267	0.210093
0.030000	0.266886	374.638941	0.210036	-0.677986	374.638941	0.210036
0.040000	0.246267	374.336581	0.209989	-0.663715	374.336581	0.209989
0.050000	0.242347	373.852838	0.209959	-0.673296	373.852838	0.209959
0.060000	0.261450	373.220649	0.209951	-0.705619	373.220649	0.209951
0.070000	0.301737	372.506393	0.209959	-0.756678	372.506393	0.209959
0.080000	0.352521	371.797068	0.209966	-0.820117	371.797068	0.209966
0.090000	0.398005	371.179620	0.209953	-0.888305	371.179620	0.209953
0.100000	0.423441	370.717811	0.209902	-0.953772	370.717811	0.209902
0.110000	0.420521	370.435065	0.209805	-1.010433	370.435065	0.209805
0.120000	0.389523	370.310250	0.209667	-1.054051	370.310250	0.209667
0.130000	0.337697	370.287430	0.209508	-1.081881	370.287430	0.209508
0.140000	0.275367	370.294195	0.209349	-1.091963	370.294195	0.209349
0.150000	0.212071	370.260752	0.209212	-1.082702	370.260752	0.209212
0.160000	0.154445	370.134251	0.209105	-1.053067	370.134251	0.209105
0.170000	0.106117	369.886634	0.209025	-1.003358	369.886634	0.209025
0.180000	0.068696	369.516805	0.208961	-0.936252	369.516805	0.208961
0.190000	0.042647	369.048717	0.208898	-0.857806	369.048717	0.208898
0.200000	0.027437	368.526795	0.208827	-0.777901	368.526795	0.208827
0.210000	0.021189	368.009288	0.208747	-0.709462	368.009288	0.208747
0.220000	0.020584	367.559043	0.208665	-0.665924	367.559043	0.208665
0.230000	0.021555	367.231086	0.208596	-0.657282	367.231086	0.208596
0.240000	0.020735	367.058580	0.208551	-0.686071	367.058580	0.208551
0.250000	0.016908	367.041860	0.208538	-0.745065	367.041860	0.208538
0.260000	0.011562	367.146389	0.208555	-0.817907	367.146389	0.208555
0.270000	0.008160	367.312509	0.208596	-0.882723	367.312509	0.208596
0.280000	0.010631	367.474305	0.208650	-0.917953	367.474305	0.208650
0.290000	0.022014	367.580392	0.208708	-0.909058	367.580392	0.208708
0.300000	0.043770	367.608651	0.208763	-0.854203	367.608651	0.208763
0.310000	0.075482	367.569875	0.208813	-0.766457	367.569875	0.208813
0.320000	0.114421	367.499832	0.208859	-0.670578	367.499832	0.208859
0.330000	0.155016	367.443591	0.208904	-0.594500	367.443591	0.208904
0.340000	0.189029	367.438523	0.208952	-0.558607	367.438523	0.208952
0.350000	0.207321	367.502543	0.209005	-0.567737	367.502543	0.209005
0.360000	0.203198	367.631730	0.209061	-0.610055	367.631730	0.209061
0.370000	0.176017	367.807553	0.209117	-0.663545	367.807553	0.209117
0.380000	0.132927	368.009791	0.209171	-0.706747	368.009791	0.209171
0.390000	0.087148	368.228592	0.209222	-0.727936	368.228592	0.209222
0.400000	0.052881	368.469371	0.209270	-0.727921	368.469371	0.209270
0.410000	0.038977	368.748026	0.209318	-0.715576	368.748026	0.209318
0.420000	0.044621	369.079377	0.209365	-0.699695	369.079377	0.209365
0.430000	0.059580	369.465297	0.209408	-0.682884	369.465297	0.209408
0.440000	0.069264	369.888442	0.209441	-0.661359	369.888442	0.209441
0.450000	0.062148	370.313871	0.209461	-0.630137	370.313871	0.209461
0.460000	0.035556	370.697107	0.209470	-0.589441	370.697107	0.209470
0.470000	-0.003314	370.995234	0.209473	-0.547716	370.995234	0.209473
0.480000	-0.041494	371.177521	0.209482	-0.519185	371.177521	0.209482
0.490000	-0.066838	371.233074	0.209504	-0.517212	371.233074	0.209504
0.500000	-0.073304	371.174410	0.209542	-0.546802	371.174410	0.209542
0.510000	-0.062522	371.036500	0.209593	-0.600063	371.036500	0.209593
0.520000	-0.041925	370.870548	0.209651	-0.657431	370.870548	0.209651
0.530000	-0.021442	370.732008	0.209710	-0.695142	370.732008	0.209710
0.540000	-0.010536	370.664633	0.209768	-0.696140	370.664633	0.209768
0.550000	-0.015953	370.686013	0.209823	-0.658990	370.686013	0.209823
0.560000	-0.039776	370.781725	0.209875	-0.599585	370.781725	0.209875
0.570000	-0.077938	370.912148	0.209925	-0.544159	370.912148	0.209925
0.580000	-0.120249	371.029483	0.209974	-0.517167	371.029483	0.209974
0.590000	-0.152790	371.097024	0.210024	-0.530478	371.097024	0.210024
0.600000	-0.162132	371.102139	0.210079	-0.578994	371.102139	0.210079
0.610000	-0.139644	371.058278	0.210145	-0.643650	371.058278	0.210145
0.620000	-0.084163	370.996649	0.210224	-0.699008	370.996649	0.210224
0.630000	-0.002359	370.951965	0.210320	-0.721578	370.951965	0.210320
0.640000	0.092970	370.948232	0.210431	-0.696307	370.948232	0.210431
0.650000	0.186212	370.990229	0.210552	-0.620262	370.990229	0.210552
0.660000	0.263184	371.064188	0.210677	-0.503338	371.064188	0.210677
0.670000	0.315190	371.147226	0.210797	-0.366028	371.147226	0.210797
0.680000	0.341368	371.220610	0.210908	-0.234664	371.220610	0.210908
0.690000	0.348273	371.279849	0.211010	-0.135181	371.279849	0.211010
0.700000	0.346864	371.336227	0.211104	-0.086780	371.336227	0.211104
0.710000	0.348206	371.409071	0.211198	-0.096772	371.409071	0.211198
0.720000	0.359571	371.512987	0.211294	-0.157690	371.512987	0.211294
0.730000	0.382159	371.647293	0.211395	-0.247920	371.647293	0.211395
0.740000	0.411030	371.794399	0.211496	-0.336984	371.794399	0.211496
0.750000	0.437305	371.929585	0.211595	-0.395299	371.929585	0.211595
0.760000	0.452028	372.037727	0.211686	-0.405652	372.037727	0.211686
0.770000	0.450297	372.126891	0.211769	-0.371257	372.126891	0.211769
0.780000	0.433772	372.228637	0.211849	-0.315586	372.228637	0.211849
0.790000	0.410196	372.381894	0.211930	-0.272889	372.381894	0.211930
0.800000	0.390053	372.607747	0.212017	-0.273544	372.607747	0.212017
0.810000	0.382049	372.889408	0.212110	-0.331536	372.889408	0.212110
0.820000	0.389693	373.170100	0.212200	-0.440096	373.170100	0.212200
0.830000	0.410494	373.371906	0.212277	-0.576764	373.371906	0.212277
0.840000	0.437805	373.426882	0.212333	-0.714096	373.426882	0.212333
0.850000	0.464166	373.305231	0.212369	-0.830005	373.305231	0.212369
0.860000	0.484497	373.027756	0.212393	-0.913130	373.027756	0.212393
0.870000	0.497836	372.658976	0.212420	-0.962193	372.658976	0.212420
0.880000	0.506987	372.286789	0.212466	-0.981701	372.286789	0.212466
0.890000	0.516315	371.998584	0.212538	-0.977709	371.998584	0.212538
0.900000	0.528705	371.861221	0.212635	-0.956104	371.861221	0.212635
0.910000	0.543181	371.907340	0.212748	-0.923171	371.907340	0.212748
0.920000	0.554609	372.128100	0.212858	-0.886192	372.128100	0.212858
0.930000	0.556077	372.473916	0.212951	-0.852174	372.473916	0.212951
0.940000	0.543159	372.866178	0.213013	-0.825203	372.866178	0.213013
0.950000	0.518055	373.219982	0.213046	-0.804927	373.219982	0.213046
0.960000	0.491233	373.471092	0.213061	-0.788092	373.471092	0.213061
0.970000	0.479131	373.595196	0.213080	-0.772252	373.595196	0.213080
0.980000	0.498254	373.609685	0.213125	-0.758498	373.609685	0.213125
0.990000	0.557894	373.557503	0.213210	-0.750665	373.557503	0.213210
1.000000	0.654688	373.482878	0.213336	-0.751518	373.482878	0.213336
1.010000	0.771821	373.412835	0.213487	-0.758993	373.412835	0.213487
1.020000	0.883858	373.353643	0.213639	-0.765448	373.353643	0.213639
1.030000	0.965665	373.301264	0.213765	-0.760519	373.301264	0.213765
1.040000	1.001771	373.256041	0.213850	-0.735728	373.256041	0.213850
1.050000	0.991973	373.229745	0.213895	-0.688251	373.229745	0.213895
1.060000	0.950540	373.239083	0.213912	-0.622224	373.239083	0.213912
1.070000	0.899385	373.290050	0.213918	-0.547483	373.290050	0.213918
1.080000	0.858596	373.365377	0.213927	-0.476509	373.365377	0.213927
1.090000	0.838958	373.426849	0.213946	-0.420651	373.426849	0.213946
1.100000	0.839866	373.434922	0.213970	-0.386745	373.434922	0.213970
1.110000	0.852848	373.375579	0.213992	-0.375442	373.375579	0.213992
1.120000	0.867870	373.277263	0.214008	-0.382168	373.277263	0.214008
1.130000	0.878347	373.204710	0.214019	-0.400432	373.204710	0.214019
1.140000	0.882280	373.230089	0.214025	-0.425595	373.230089	0.214025
1.150000	0.879879	373.396492	0.214027	-0.456649	373.396492	0.214027
1.160000	0.870412	373.694410	0.214020	-0.494714	373.694410	0.214020
1.170000	0.851230	374.064186	0.213997	-0.539263	374.064186	0.213997
1.180000	0.819840	374.421942	0.213957	-0.584854	374.421942	0.213957
1.190000	0.777318	374.693842	0.213903	-0.620898	374.693842	0.213903
1.200000	0.730212	374.841256	0.213848	-0.635004	374.841256	0.213848
1.210000	0.689121	374.867217	0.213807	-0.618363	374.867217	0.213807
1.220000	0.664423	374.805725	0.213792	-0.570605	374.805725	0.213792
1.230000	0.661565	374.702988	0.213805	-0.501955	374.702988	0.213805
1.240000	0.678580	374.600422	0.213840	-0.431427	374.600422	0.213840
1.250000	0.707167	374.524856	0.213885	-0.381117	374.524856	0.213885
1.260000	0.736543	374.486125	0.213929	-0.368307	374.486125	0.213929
1.270000	0.757827	374.479485	0.213963	-0.398510	374.479485	0.213963
1.280000	0.766679	374.490633	0.213983	-0.462793	374.490633	0.213983
1.290000	0.763285	374.502517	0.213985	-0.541078	374.502517	0.213985
1.300000	0.750412	374.503141	0.213968	-0.610303	374.503141	0.213968
1.310000	0.731066	374.491822	0.213929	-0.653821	374.491822	0.213929
1.320000	0.706940	374.479924	0.213873	-0.667780	374.479924	0.213873
1.330000	0.677992	374.483587	0.213807	-0.661689	374.483587	0.213807
1.340000	0.642875	374.510909	0.213743	-0.653351	374.510909	0.213743
1.350000	0.600015	374.551222	0.213691	-0.660905	374.551222	0.213691
1.360000	0.549197	374.574686	0.213657	-0.695608	374.574686	0.213657
1.370000	0.493308	374.544584	0.213640	-0.757977	374.544584	0.213640
1.380000	0.439257	374.436102	0.213634	-0.838133	374.436102	0.213634
1.390000	0.396850	374.250603	0.213631	-0.919620	374.250603	0.213631
1.400000	0.375134	374.017134	0.213623	-0.985064	374.017134	0.213623
1.410000	0.377403	373.780740	0.213609	-1.021575	373.780740	0.213609
1.420000	0.397569	373.584305	0.213589	-1.024060	373.584305	0.213589
1.430000	0.420754	373.452592	0.213564	-0.995679	373.452592	0.213564
1.440000	0.428981	373.384183	0.213540	-0.946041	373.384183	0.213540
1.450000	0.409749	373.352569	0.213521	-0.888470	373.352569	0.213521
1.460000	0.363024	373.314924	0.213510	-0.837316	373.314924	0.213510
1.470000	0.302403	373.226133	0.213509	-0.805395	373.226133	0.213509
1.480000	0.249284	373.054434	0.213520	-0.801284	373.054434	0.213520
1.490000	0.222927	372.793306	0.213538	-0.826806	372.793306	0.213538
1.500000	0.231730	372.464186	0.213560	-0.875888	372.464186	0.213560
1.510000	0.270206	372.108563	0.213578	-0.935960	372.108563	0.213578
1.520000	0.322686	371.774051	0.213587	-0.992010	371.774051	0.213587
1.530000	0.370912	371.502079	0.213586	-1.031780	371.502079	0.213586
1.540000	0.401101	371.321968	0.213578	-1.049768	371.321968	0.213578
1.550000	0.407185	371.250264	0.213573	-1.048207	371.250264	0.213573
1.560000	0.389807	371.291026	0.213582	-1.034790	371.291026	0.213582
1.570000	0.353013	371.434773	0.213609	-1.018649	371.434773	0.213609
1.580000	0.301312	371.657892	0.213653	-1.006753	371.657892	0.213653
1.590000	0.238786	371.925495	0.213704	-1.002284	371.925495	0.213704
1.600000	0.170189	372.197879	0.213750	-1.005010	372.197879	0.213750
1.610000	0.102629	372.437242	0.213783	-1.012577	372.437242	0.213783
1.620000	0.046099	372.611339	0.213804	-1.021562	372.611339	0.213804
1.630000	0.011978	372.694417	0.213819	-1.028093	372.694417	0.213819
1.640000	0.009933	372.668979	0.213836	-1.028584	372.668979	0.213836
1.650000	0.044556	372.530847	0.213862	-1.021013	372.530847	0.213862
1.660000	0.112979	372.295481	0.213897	-1.006203	372.295481	0.213897
1.670000	0.204089	372.000104	0.213938	-0.987997	372.000104	0.213938
1.680000	0.299618	371.697661	0.213983	-0.971670	371.697661	0.213983
1.690000	0.377428	371.443801	0.214027	-0.961245	371.443801	0.214027
1.700000	0.417111	371.282538	0.214071	-0.957404	371.282538	0.214071
1.710000	0.406871	371.236688	0.214118	-0.957377	371.236688	0.214118
1.720000	0.349101	371.305806	0.214169	-0.956847	371.305806	0.214169
1.730000	0.261451	371.470101	0.214226	-0.952497	371.470101	0.214226
1.740000	0.171685	371.696449	0.214289	-0.943546	371.696449	0.214289
1.750000	0.107790	371.943468	0.214354	-0.931474	371.943468	0.214354
1.760000	0.087661	372.165538	0.214419	-0.918463	372.165538	0.214419
1.770000	0.113303	372.318208	0.214483	-0.905748	372.318208	0.214483
1.780000	0.172158	372.367175	0.214550	-0.892814	372.367175	0.214550
1.790000	0.244289	372.299743	0.214625	-0.877567	372.299743	0.214625
1.800000	0.311274	372.133606	0.214713	-0.857003	372.133606	0.214713
1.810000	0.362343	371.916496	0.214818	-0.827947	371.916496	0.214818
1.820000	0.395474	371.713312	0.214937	-0.787811	371.713312	0.214937
1.830000	0.414169	371.583826	0.215060	-0.735494	371.583826	0.215060
1.840000	0.422715	371.560204	0.215174	-0.672153	371.560204	0.215174
1.850000	0.422992	371.635371	0.215268	-0.601118	371.635371	0.215268
1.860000	0.414430	371.768742	0.215337	-0.526465	371.768742	0.215337
1.870000	0.396512	371.906887	0.215385	-0.450919	371.906887	0.215385
1.880000	0.371670	372.008470	0.215424	-0.374858	372.008470	0.215424
1.890000	0.346287	372.060829	0.215465	-0.297939	372.060829	0.215465
1.900000	0.328949	372.081008	0.215520	-0.222734	372.081008	0.215520
1.910000	0.326830	372.102848	0.215588	-0.157495	372.102848	0.215588
1.920000	0.342171	372.158159	0.215665	-0.114890	372.158159	0.215665
1.930000	0.370623	372.261179	0.215744	-0.106299	372.261179	0.215744
1.940000	0.402232	372.402760	0.215818	-0.134984	372.402760	0.215818
1.950000	0.424882	372.556087	0.215887	-0.192926	372.556087	0.215887
1.960000	0.429106	372.690734	0.215952	-0.263597	372.690734	0.215952
1.970000	0.412499	372.787724	0.216017	-0.328646	372.787724	0.216017
1.980000	0.381560	372.847409	0.216089	-0.374095	372.847409	0.216089
1.990000	0.349418	372.886025	0.216170	-0.392987	372.886025	0.216170
2.000000	0.329785	372.923957	0.216259	-0.384775	372.923957	0.216259
2.010000	0.329856	372.974186	0.216351	-0.353695	372.974186	0.216351
2.020000	0.346148	373.038668	0.216438	-0.307758	373.038668	0.216438
2.030000	0.366131	373.113975	0.216513	-0.258047	373.113975	0.216513
2.040000	0.375205	373.200450	0.216574	-0.217036	373.200450	0.216574
2.050000	0.365275	373.307186	0.216623	-0.195357	373.307186	0.216623
2.060000	0.339922	373.449144	0.216674	-0.198115	373.449144	0.216674
2.070000	0.313062	373.638836	0.216739	-0.222732	373.638836	0.216739
2.080000	0.301719	373.878012	0.216829	-0.259704	373.878012	0.216829
2.090000	0.316936	374.153689	0.216946	-0.296053	374.153689	0.216946
2.100000	0.357865	374.439990	0.217078	-0.319835	374.439990	0.217078
2.110000	0.412181	374.705229	0.217207	-0.323704	374.705229	0.217207
2.120000	0.462314	374.922447	0.217310	-0.306300	374.922447	0.217310
2.130000	0.493865	375.080242	0.217376	-0.271408	375.080242	0.217376
2.140000	0.501768	375.189540	0.217407	-0.225875	375.189540	0.217407
2.150000	0.491560	375.282773	0.217422	-0.177591	375.282773	0.217422
2.160000	0.475946	375.405242	0.217447	-0.134235	375.405242	0.217447
2.170000	0.468934	375.602269	0.217509	-0.102424	375.602269	0.217509
2.180000	0.480219	375.907130	0.217619	-0.086556	375.907130	0.217619
2.190000	0.511752	376.333075	0.217775	-0.087363	376.333075	0.217775
2.200000	0.557361	376.869671	0.217961	-0.101414	376.869671	0.217961
2.210000	0.605387	377.482231	0.218158	-0.122756	377.482231	0.218158
2.220000	0.643401	378.114141	0.218343	-0.146294	378.114141	0.218343
2.230000	0.663257	378.694166	0.218505	-0.170733	378.694166	0.218505
2.240000	0.664294	379.151286	0.218636	-0.198909	379.151286	0.218636
2.250000	0.653088	379.436315	0.218734	-0.235288	379.436315	0.218734
2.260000	0.639730	379.543442	0.218805	-0.282605	379.543442	0.218805
2.270000	0.632551	379.520389	0.218859	-0.339957	379.520389	0.218859
2.280000	0.634246	379.458009	0.218906	-0.403050	379.458009	0.218906
2.290000	0.641590	379.459645	0.218959	-0.465421	379.459645	0.218959
2.300000	0.648757	379.602213	0.219029	-0.519147	379.602213	0.219029
2.310000	0.651949	379.906751	0.219121	-0.554819	379.906751	0.219121
2.320000	0.652404	380.332141	0.219234	-0.561985	380.332141	0.219234
2.330000	0.656184	380.794410	0.219369	-0.531321	380.794410	0.219369
2.340000	0.671348	381.202551	0.219524	-0.458330	381.202551	0.219524
2.350000	0.704507	381.495597	0.219702	-0.346861	381.495597	0.219702
2.360000	0.758551	381.666313	0.219908	-0.210229	381.666313	0.219908
2.370000	0.832080	381.762631	0.220140	-0.068717	381.762631	0.220140
2.380000	0.920009	381.866464	0.220391	0.055903	381.866464	0.220391
2.390000	1.014550	382.058308	0.220645	0.146504	382.058308	0.220645
2.400000	1.106240	382.382185	0.220880	0.194598	382.382185	0.220880
2.410000	1.185220	382.825698	0.221079	0.200484	382.825698	0.221079
2.420000	1.243145	383.323251	0.221238	0.170167	383.323251	0.221238
2.430000	1.275603	383.779561	0.221366	0.111586	383.779561	0.221366
2.440000	1.284016	384.101667	0.221480	0.032820	384.101667	0.221480
2.450000	1.275500	384.225917	0.221598	-0.057004	384.225917	0.221598
2.460000	1.259783	384.131757	0.221721	-0.146129	384.131757	0.221721
2.470000	1.244186	383.841914	0.221836	-0.221112	383.841914	0.221836
2.480000	1.229392	383.413221	0.221920	-0.271724	383.413221	0.221920
2.490000	1.208883	382.922354	0.221947	-0.297443	382.922354	0.221947
2.500000	1.172851	382.448858	0.221903	-0.310542	382.448858	0.221903
2.510000	1.114556	382.057305	0.221792	-0.332046	382.057305	0.221792
2.520000	1.035460	381.782237	0.221631	-0.381669	381.782237	0.221631
2.530000	0.946201	381.621090	0.221449	-0.467282	381.621090	0.221449
2.540000	0.862963	381.538895	0.221274	-0.580016	381.538895	0.221274
2.550000	0.801264	381.483795	0.221125	-0.697418	381.483795	0.221125
2.560000	0.770180	381.406907	0.221012	-0.792425	381.406907	0.221012
2.570000	0.769236	381.277406	0.220929	-0.843595	381.277406	0.220929
2.580000	0.788634	381.085803	0.220860	-0.842547	381.085803	0.220860
2.590000	0.812263	380.834667	0.220782	-0.796542	380.834667	0.220782
2.600000	0.822391	380.523751	0.220670	-0.725894	380.523751	0.220670
2.610000	0.804760	380.141038	0.220502	-0.657260	380.141038	0.220502
2.620000	0.752703	379.668747	0.220270	-0.614987	379.668747	0.220270
2.630000	0.669008	379.103260	0.219985	-0.613555	379.103260	0.219985
2.640000	0.565006	378.476354	0.219674	-0.654005	378.476354	0.219674
2.650000	0.457427	377.860881	0.219374	-0.725476	377.860881	0.219374
2.660000	0.364273	377.351778	0.219120	-0.810436	377.351778	0.219120
2.670000	0.300809	377.028979	0.218929	-0.890549	377.028979	0.218929
2.680000	0.276031	376.921687	0.218795	-0.950693	376.921687	0.218795
2.690000	0.289766	376.994358	0.218695	-0.980672	376.994358	0.218695
2.700000	0.331140	377.162676	0.218601	-0.975795	377.162676	0.218601
2.710000	0.379902	377.330867	0.218495	-0.937367	377.330867	0.218495
2.720000	0.411760	377.430774	0.218378	-0.872998	377.430774	0.218378
2.730000	0.406890	377.444421	0.218267	-0.795776	377.444421	0.218267
2.740000	0.358357	377.402633	0.218185	-0.721566	377.402633	0.218185
2.750000	0.276171	377.364952	0.218153	-0.664783	377.364952	0.218153
2.760000	0.184269	377.393230	0.218178	-0.634006	377.393230	0.218178
2.770000	0.111373	377.530572	0.218253	-0.629310	377.530572	0.218253
2.780000	0.079899	377.791359	0.218362	-0.642756	377.791359	0.218362
2.790000	0.098077	378.162029	0.218488	-0.662180	378.162029	0.218488
2.800000	0.158467	378.609328	0.218616	-0.676731	378.609328	0.218616
2.810000	0.242676	379.092558	0.218739	-0.681354	379.092558	0.218739
2.820000	0.329250	379.576401	0.218859	-0.677708	379.576401	0.218859
2.830000	0.400885	380.040154	0.218981	-0.670982	380.040154	0.218981
2.840000	0.448292	380.479708	0.219113	-0.664780	380.479708	0.219113
2.850000	0.470438	380.902191	0.219258	-0.657701	380.902191	0.219258
2.860000	0.472680	381.318105	0.219417	-0.644131	381.318105	0.219417
2.870000	0.464581	381.737142	0.219587	-0.618725	381.737142	0.219587
2.880000	0.458026	382.169618	0.219765	-0.581241	382.169618	0.219765
2.890000	0.465041	382.629092	0.219948	-0.537912	382.629092	0.219948
2.900000	0.494682	383.129882	0.220133	-0.497850	383.129882	0.220133
2.910000	0.549590	383.678244	0.220314	-0.466600	383.678244	0.220314
2.920000	0.624071	384.263443	0.220484	-0.441337	384.263443	0.220484
2.930000	0.705406	384.857181	0.220634	-0.411635	384.857181	0.220634
2.940000	0.778485	385.423956	0.220760	-0.366141	385.423956	0.220760
2.950000	0.831707	385.936185	0.220865	-0.301266	385.936185	0.220865
2.960000	0.861144	386.384076	0.220958	-0.226062	386.384076	0.220958
2.970000	0.870852	386.774644	0.221054	-0.159408	386.774644	0.221054
2.980000	0.869390	387.122477	0.221159	-0.120492	387.122477	0.221159
2.990000	0.864790	387.439898	0.221276	-0.118043	387.439898	0.221276
3.000000	0.860932	387.732808	0.221396	-0.144855	387.732808	0.221396
3.010000	0.857228	388.003005	0.221506	-0.181032	388.003005	0.221506
3.020000	0.851300	388.252981	0.221595	-0.204211	388.252981	0.221595
3.030000	0.842537	388.488236	0.221659	-0.201136	388.488236	0.221659
3.040000	0.834116	388.714787	0.221699	-0.174530	388.714787	0.221699
3.050000	0.832297	388.933005	0.221723	-0.142094	388.933005	0.221723
3.060000	0.843391	389.131083	0.221737	-0.128588	389.131083	0.221737
3.070000	0.869904	389.281740	0.221742	-0.155076	389.281740	0.221742
3.080000	0.907721	389.345151	0.221734	-0.230291	389.345151	0.221734
3.090000	0.945898	389.279465	0.221704	-0.347649	389.279465	0.221704
3.100000	0.969736	389.056816	0.221648	-0.488661	389.056816	0.221648
3.110000	0.966314	388.678320	0.221567	-0.630554	388.678320	0.221567
3.120000	0.930127	388.179624	0.221472	-0.754241	388.179624	0.221472
3.130000	0.865918	387.622332	0.221376	-0.849098	387.622332	0.221376
3.140000	0.786931	387.074829	0.221289	-0.913091	387.074829	0.221289
3.150000	0.709233	386.592570	0.221212	-0.949307	386.592570	0.221212
3.160000	0.644918	386.207372	0.221138	-0.961559	386.207372	0.221138
3.170000	0.597531	385.927655	0.221057	-0.951889	385.927655	0.221057
3.180000	0.561714	385.743913	0.220968	-0.921390	385.743913	0.220968
3.190000	0.526935	385.632837	0.220875	-0.873510	385.632837	0.220875
3.200000	0.483413	385.559706	0.220788	-0.816976	385.559706	0.220788
3.210000	0.427701	385.484574	0.220711	-0.765371	385.484574	0.220711
3.220000	0.365617	385.376179	0.220641	-0.732641	385.376179	0.220641
3.230000	0.311032	385.229007	0.220567	-0.726987	385.229007	0.220567
3.240000	0.280529	385.071748	0.220484	-0.746988	385.071748	0.220484
3.250000	0.285802	384.957428	0.220391	-0.782322	384.957428	0.220391
3.260000	0.327279	384.936557	0.220300	-0.818332	384.936557	0.220300
3.270000	0.392375	385.026593	0.220222	-0.841732	385.026593	0.220222
3.280000	0.459705	385.194880	0.220166	-0.844902	385.194880	0.220166
3.290000	0.507389	385.365473	0.220133	-0.827592	385.365473	0.220133
3.300000	0.521427	385.447738	0.220118	-0.795981	385.447738	0.220118
3.310000	0.500409	385.373933	0.220116	-0.759675	385.373933	0.220116
3.320000	0.455067	385.129035	0.220127	-0.727882	385.129035	0.220127
3.330000	0.403758	384.759711	0.220157	-0.706498	384.759711	0.220157
3.340000	0.366198	384.358095	0.220207	-0.697471	384.358095	0.220207
3.350000	0.357579	384.026404	0.220280	-0.700116	384.026404	0.220280
3.360000	0.384511	383.836599	0.220370	-0.712436	383.836599	0.220370
3.370000	0.443760	383.802115	0.220468	-0.730622	383.802115	0.220468
3.380000	0.524298	383.874215	0.220567	-0.747057	383.874215	0.220567
3.390000	0.612292	383.964844	0.220665	-0.749387	383.964844	0.220665
3.400000	0.697232	383.985298	0.220765	-0.723205	383.985298	0.220765
3.410000	0.776427	383.882182	0.220872	-0.658122	383.882182	0.220872
3.420000	0.855371	383.653973	0.220989	-0.553882	383.653973	0.220989
3.430000	0.943355	383.342516	0.221114	-0.422500	383.342516	0.221114
3.440000	1.046232	383.007479	0.221237	-0.284927	383.007479	0.221237
3.450000	1.160207	382.699744	0.221344	-0.164240	382.699744	0.221344
3.460000	1.270451	382.447595	0.221425	-0.078935	382.447595	0.221425
3.470000	1.355900	382.259326	0.221475	-0.038791	382.259326	0.221475
3.480000	1.398059	382.134792	0.221501	-0.043398	382.134792	0.221501
3.490000	1.389277	382.074033	0.221515	-0.082324	382.074033	0.221515
3.500000	1.336323	382.076068	0.221526	-0.136594	382.076068	0.221526
3.510000	1.257881	382.130838	0.221532	-0.182383	382.130838	0.221532
3.520000	1.177702	382.213425	0.221520	-0.197777	382.213425	0.221520
3.530000	1.116688	382.287328	0.221469	-0.171349	382.287328	0.221469
3.540000	1.086783	382.315610	0.221362	-0.108805	382.315610	0.221362
3.550000	1.088059	382.272877	0.221196	-0.033280	382.272877	0.221196
3.560000	1.109208	382.151548	0.220984	0.022695	382.151548	0.220984
3.570000	1.131058	381.960763	0.220749	0.030975	381.960763	0.220749
3.580000	1.132350	381.720456	0.220517	-0.019035	381.720456	0.220517
3.590000	1.096451	381.453766	0.220303	-0.114706	381.453766	0.220303
3.600000	1.017078	381.179691	0.220115	-0.225582	381.179691	0.220115
3.610000	0.900946	380.907169	0.219951	-0.317756	380.907169	0.219951
3.620000	0.766015	380.632585	0.219801	-0.370138	380.632585	0.219801
3.630000	0.635484	380.342978	0.219655	-0.383957	380.342978	0.219655
3.640000	0.529452	380.025011	0.219501	-0.380309	380.025011	0.219501
3.650000	0.457486	379.675682	0.219330	-0.387407	379.675682	0.219330
3.660000	0.415361	379.307848	0.219141	-0.425194	379.307848	0.219141
3.670000	0.387808	378.945230	0.218940	-0.495975	378.945230	0.218940
3.680000	0.356329	378.607734	0.218744	-0.585217	378.607734	0.218744
3.690000	0.308481	378.295118	0.218570	-0.670398	378.295118	0.218570
3.700000	0.243864	377.979977	0.218432	-0.732087	377.979977	0.218432
3.710000	0.173579	377.616672	0.218324	-0.761792	377.616672	0.218324
3.720000	0.113530	377.163268	0.218227	-0.763985	377.163268	0.218227
3.730000	0.075501	376.605030	0.218116	-0.752633	376.605030	0.218116
3.740000	0.061123	375.966458	0.217967	-0.744366	375.966458	0.217967
3.750000	0.061834	375.305243	0.217779	-0.751161	375.305243	0.217779
3.760000	0.064218	374.691556	0.217566	-0.775416	374.691556	0.217566
3.770000	0.057193	374.183009	0.217364	-0.809417	374.183009	0.217364
3.780000	0.037053	373.806038	0.217205	-0.839451	373.806038	0.217205
3.790000	0.008236	373.549773	0.217114	-0.852653	373.549773	0.217114
3.800000	-0.019776	373.372724	0.217091	-0.843351	373.372724	0.217091
3.810000	-0.037279	373.218620	0.217111	-0.816002	373.218620	0.217111
3.820000	-0.038441	373.035524	0.217138	-0.783574	373.035524	0.217138
3.830000	-0.023092	372.791690	0.217135	-0.762343	372.791690	0.217135
3.840000	0.004025	372.482760	0.217082	-0.765434	372.482760	0.217082
3.850000	0.035684	372.128443	0.216981	-0.797682	372.128443	0.216981
